county,imprinted_id,cvr_id,contest_name,sequence
Adams,101-2-51,81801,round 1: Regent of the University of Colorado - At Large,36
Adams,101-285-1,379206,round 1: Regent of the University of Colorado - At Large,37
Adams,101-427-16,609262,round 1: Regent of the University of Colorado - At Large,35
Adams,101-531-34,750618,round 1: Regent of the University of Colorado - At Large,33
Adams,101-588-60,769971,round 1: Regent of the University of Colorado - At Large,22
Adams,103-163-1,122056,round 1: Regent of the University of Colorado - At Large,32
Adams,103-272-16,188592,round 1: Presidential Electors,2
Adams,103-272-16,188592,round 1: Regent of the University of Colorado - At Large,2
Adams,103-322-34,260932,round 1: Regent of the University of Colorado - At Large,31
Adams,103-410-62,343460,round 1: Presidential Electors,11
Adams,103-410-62,343460,round 1: Regent of the University of Colorado - At Large,13
Adams,103-583-54,592501,round 1: Presidential Electors,10
Adams,103-583-54,592501,round 1: Regent of the University of Colorado - At Large,11
Adams,104-102-5,426142,round 1: Regent of the University of Colorado - At Large,34
Adams,104-123-73,440161,round 1: Regent of the University of Colorado - At Large,26
Adams,104-199-71,522527,round 1: Regent of the University of Colorado - At Large,29
Adams,105-137-22,370798,round 1: Regent of the University of Colorado - At Large,15
Adams,105-176-88,443474,round 1: Presidential Electors,4
Adams,105-176-88,443474,round 1: Regent of the University of Colorado - At Large,4
Adams,105-40-43,269418,round 1: Regent of the University of Colorado - At Large,23
Adams,106-288-33,247980,round 1: Regent of the University of Colorado - At Large,30
Adams,106-309-98,275052,round 1: Regent of the University of Colorado - At Large,20
Adams,106-411-74,372030,round 1: Regent of the University of Colorado - At Large,19
Adams,106-471-30,432131,round 1: Presidential Electors,5
Adams,106-471-30,432131,round 1: Regent of the University of Colorado - At Large,5
Adams,106-583-3,541822,round 1: Regent of the University of Colorado - At Large,16
Adams,106-586-12,543942,round 1: Regent of the University of Colorado - At Large,24
Adams,106-669-1,714461,round 1: Regent of the University of Colorado - At Large,18
Adams,107-27-77,45539,round 1: Regent of the University of Colorado - At Large,28
Adams,108-71-8,67860,round 1: Regent of the University of Colorado - At Large,25
Adams,109-133-21,135663,round 1: Regent of the University of Colorado - At Large,27
Adams,109-143-10,144040,round 1: Presidential Electors,7
Adams,109-143-10,144040,round 1: Regent of the University of Colorado - At Large,7
Adams,109-145-12,145688,round 1: Presidential Electors,9
Adams,109-145-12,145688,round 1: Regent of the University of Colorado - At Large,10
Adams,109-288-74,391982,round 1: Presidential Electors,3
Adams,109-288-74,391982,round 1: Regent of the University of Colorado - At Large,3
Adams,109-438-34,619811,round 1: Presidential Electors,6
Adams,109-438-34,619811,round 1: Regent of the University of Colorado - At Large,6
Adams,109-532-66,680192,round 1: Regent of the University of Colorado - At Large,17
Adams,109-587-19,743429,round 1: Presidential Electors,8
Adams,109-587-19,743429,round 1: Regent of the University of Colorado - At Large,8
Adams,110-148-96,143006,round 1: Presidential Electors,1
Adams,110-148-96,143006,round 1: Regent of the University of Colorado - At Large,1
Adams,110-245-92,376233,round 1: Regent of the University of Colorado - At Large,14
Adams,112-114-70,120193,round 1: Regent of the University of Colorado - At Large,21
Adams,112-283-59,366550,round 1: Regent of the University of Colorado - At Large,9
Adams,112-64-62,78659,round 1: Regent of the University of Colorado - At Large,12
Alamosa,102-79-7,99076,round 1: Regent of the University of Colorado - At Large,38
Arapahoe,103-29-81,235037,round 1: Regent of the University of Colorado - At Large,55
Arapahoe,103-30-22,235214,round 1: Regent of the University of Colorado - At Large,54
Arapahoe,103-355-23,982302,round 1: Regent of the University of Colorado - At Large,51
Arapahoe,103-37-50,271066,round 1: Presidential Electors,16
Arapahoe,103-37-50,271066,round 1: Regent of the University of Colorado - At Large,45
Arapahoe,103-390-78,1049636,round 1: Regent of the University of Colorado - At Large,46
Arapahoe,103-402-26,1086493,round 1: Presidential Electors,15
Arapahoe,103-402-26,1086493,round 1: Regent of the University of Colorado - At Large,42
Arapahoe,104-180-33,1115473,round 1: Regent of the University of Colorado - At Large,44
Arapahoe,104-53-40,576487,round 1: Regent of the University of Colorado - At Large,47
Arapahoe,105-289-44,1084659,round 1: Regent of the University of Colorado - At Large,53
Arapahoe,105-63-22,360905,round 1: Regent of the University of Colorado - At Large,50
Arapahoe,106-85-34,381745,round 1: Presidential Electors,13
Arapahoe,106-85-34,381745,round 1: Regent of the University of Colorado - At Large,40
Arapahoe,107-399-53,1044687,round 1: Regent of the University of Colorado - At Large,52
Arapahoe,108-207-52,535235,round 1: Regent of the University of Colorado - At Large,48
Arapahoe,108-383-67,879082,round 1: Presidential Electors,12
Arapahoe,108-383-67,879082,round 1: Regent of the University of Colorado - At Large,39
Arapahoe,108-583-86,1211745,round 1: Regent of the University of Colorado - At Large,49
Arapahoe,110-257-46,1195876,round 1: Presidential Electors,14
Arapahoe,110-257-46,1195876,round 1: Regent of the University of Colorado - At Large,41
Arapahoe,111-8-88,265435,round 1: Regent of the University of Colorado - At Large,43
Boulder,101-187-104,1083203,round 1: Regent of the University of Colorado - At Large,84
Boulder,101-311-107,1276591,round 1: Regent of the University of Colorado - At Large,83
Boulder,101-314-127,1277395,round 1: Regent of the University of Colorado - At Large,81
Boulder,101-362-181,1307728,round 1: Regent of the University of Colorado - At Large,77
Boulder,101-58-157,828508,round 1: Presidential Electors,29
Boulder,101-58-157,828508,round 1: Regent of the University of Colorado - At Large,72
Boulder,102-122-200,917399,round 1: Regent of the University of Colorado - At Large,82
Boulder,102-131-133,930846,round 1: Regent of the University of Colorado - At Large,75
Boulder,102-224-85,1096086,round 1: Presidential Electors,17
Boulder,102-224-85,1096086,round 1: Regent of the University of Colorado - At Large,56
Boulder,102-290-19,1239073,round 1: Presidential Electors,25
Boulder,102-290-19,1239073,round 1: Regent of the University of Colorado - At Large,64
Boulder,102-322-346,1283263,round 1: Regent of the University of Colorado - At Large,80
Boulder,102-91-25,872368,round 1: Presidential Electors,27
Boulder,102-91-25,872368,round 1: Regent of the University of Colorado - At Large,66
Boulder,103-147-152,1135227,round 1: Regent of the University of Colorado - At Large,78
Boulder,103-91-140,963979,round 1: Regent of the University of Colorado - At Large,76
Boulder,104-110-128,1153463,round 1: Presidential Electors,28
Boulder,104-110-128,1153463,round 1: Regent of the University of Colorado - At Large,68
Boulder,104-124-181,1221544,round 1: Regent of the University of Colorado - At Large,79
Boulder,105-146-148,1167732,round 1: Presidential Electors,21
Boulder,105-146-148,1167732,round 1: Regent of the University of Colorado - At Large,60
Boulder,105-40-169,713520,round 1: Regent of the University of Colorado - At Large,74
Boulder,106-157-9,1202347,round 1: Regent of the University of Colorado - At Large,71
Boulder,106-63-127,895825,round 1: Regent of the University of Colorado - At Large,73
Boulder,106-91-200,973807,round 1: Presidential Electors,26
Boulder,106-91-200,973807,round 1: Regent of the University of Colorado - At Large,65
Boulder,107-118-102,1105828,round 1: Regent of the University of Colorado - At Large,69
Boulder,107-71-174,975763,round 1: Presidential Electors,19
Boulder,107-71-174,975763,round 1: Regent of the University of Colorado - At Large,58
Boulder,108-88-116,1298803,round 1: Regent of the University of Colorado - At Large,67
Boulder,108-97-194,1307354,round 1: Presidential Electors,18
Boulder,108-97-194,1307354,round 1: Regent of the University of Colorado - At Large,57
Boulder,109-109-15,1315208,round 1: Presidential Electors,22
Boulder,109-109-15,1315208,round 1: Regent of the University of Colorado - At Large,61
Boulder,109-31-52,960507,round 1: Presidential Electors,23
Boulder,109-31-52,960507,round 1: Regent of the University of Colorado - At Large,62
Boulder,110-167-109,1287734,round 1: Presidential Electors,24
Boulder,110-167-109,1287734,round 1: Regent of the University of Colorado - At Large,63
Boulder,110-167-190,1287687,round 1: Regent of the University of Colorado - At Large,70
Boulder,110-97-57,1048360,round 1: Presidential Electors,20
Boulder,110-97-57,1048360,round 1: Regent of the University of Colorado - At Large,59
Broomfield,105-182-36,728896,round 1: Regent of the University of Colorado - At Large,302
Broomfield,105-547-31,805106,round 1: Presidential Electors,100
Broomfield,105-547-31,805106,round 1: Regent of the University of Colorado - At Large,300
Broomfield,105-555-34,807465,round 1: Regent of the University of Colorado - At Large,301
Clear Creek,102-33-42,1101492,round 1: Regent of the University of Colorado - At Large,85
Delta,102-104-10,1329491,round 1: Regent of the University of Colorado - At Large,88
Delta,102-389-20,1344064,round 1: Presidential Electors,31
Delta,102-389-20,1344064,round 1: Regent of the University of Colorado - At Large,87
Delta,102-391-34,1344200,round 1: Presidential Electors,30
Delta,102-391-34,1344200,round 1: Regent of the University of Colorado - At Large,86
Denver,101-737-21,2990693,round 1: Presidential Electors,40
Denver,101-737-21,2990693,round 1: Regent of the University of Colorado - At Large,97
Denver,101-902-43,3551242,round 1: Presidential Electors,53
Denver,101-902-43,3551242,round 1: Regent of the University of Colorado - At Large,115
Denver,102-195-71,1529204,round 1: Regent of the University of Colorado - At Large,156
Denver,102-216-33,1600214,round 1: Regent of the University of Colorado - At Large,138
Denver,102-269-65,1726049,round 1: Regent of the University of Colorado - At Large,155
Denver,102-654-75,2826631,round 1: Regent of the University of Colorado - At Large,157
Denver,102-784-73,3198857,round 1: Presidential Electors,46
Denver,102-784-73,3198857,round 1: Regent of the University of Colorado - At Large,103
Denver,102-813-6,3329882,round 1: Regent of the University of Colorado - At Large,152
Denver,102-83-10,1419757,round 1: Regent of the University of Colorado - At Large,150
Denver,103-1058-22,3537387,round 1: Regent of the University of Colorado - At Large,146
Denver,103-218-93,1537736,round 1: Regent of the University of Colorado - At Large,151
Denver,103-290-35,1630209,round 1: Presidential Electors,34
Denver,103-290-35,1630209,round 1: Regent of the University of Colorado - At Large,91
Denver,103-315-48,1660595,round 1: Presidential Electors,36
Denver,103-315-48,1660595,round 1: Regent of the University of Colorado - At Large,93
Denver,103-317-66,1664281,round 1: Presidential Electors,39
Denver,103-317-66,1664281,round 1: Regent of the University of Colorado - At Large,96
Denver,103-661-32,2504100,round 1: Regent of the University of Colorado - At Large,144
Denver,103-68-23,1408685,round 1: Presidential Electors,41
Denver,103-68-23,1408685,round 1: Regent of the University of Colorado - At Large,98
Denver,103-704-63,2541052,round 1: Presidential Electors,51
Denver,103-704-63,2541052,round 1: Regent of the University of Colorado - At Large,112
Denver,103-872-35,2939735,round 1: Regent of the University of Colorado - At Large,153
Denver,103-997-15,3365969,round 1: Regent of the University of Colorado - At Large,148
Denver,104-239-38,1669722,round 1: Regent of the University of Colorado - At Large,154
Denver,104-464-74,2421650,round 1: Regent of the University of Colorado - At Large,149
Denver,104-475-95,2429887,round 1: Regent of the University of Colorado - At Large,119
Denver,104-577-87,2625854,round 1: Presidential Electors,43
Denver,104-577-87,2625854,round 1: Regent of the University of Colorado - At Large,100
Denver,104-598-100,2694998,round 1: Presidential Electors,52
Denver,104-598-100,2694998,round 1: Regent of the University of Colorado - At Large,114
Denver,104-609-100,2724129,round 1: Regent of the University of Colorado - At Large,133
Denver,105-186-7,2265473,round 1: Presidential Electors,47
Denver,105-186-7,2265473,round 1: Regent of the University of Colorado - At Large,104
Denver,105-204-35,2364480,round 1: Regent of the University of Colorado - At Large,145
Denver,105-64-3,1476446,round 1: Regent of the University of Colorado - At Large,134
Denver,106-366-27,2592244,round 1: Presidential Electors,49
Denver,106-366-27,2592244,round 1: Regent of the University of Colorado - At Large,107
Denver,106-741-32,3823678,round 1: Presidential Electors,33
Denver,106-741-32,3823678,round 1: Regent of the University of Colorado - At Large,90
Denver,107-181-45,1522610,round 1: Regent of the University of Colorado - At Large,124
Denver,107-21-25,1375137,round 1: Regent of the University of Colorado - At Large,120
Denver,107-292-17,1630716,round 1: Regent of the University of Colorado - At Large,147
Denver,107-336-38,1785492,round 1: Regent of the University of Colorado - At Large,140
Denver,107-716-91,2997671,round 1: Presidential Electors,32
Denver,107-716-91,2997671,round 1: Regent of the University of Colorado - At Large,89
Denver,108-280-40,1769787,round 1: Regent of the University of Colorado - At Large,130
Denver,108-342-12,2117174,round 1: Regent of the University of Colorado - At Large,122
Denver,108-82-64,1408880,round 1: Presidential Electors,48
Denver,108-82-64,1408880,round 1: Regent of the University of Colorado - At Large,106
Denver,109-158-46,1547250,round 1: Regent of the University of Colorado - At Large,121
Denver,109-216-42,1700597,round 1: Presidential Electors,50
Denver,109-216-42,1700597,round 1: Regent of the University of Colorado - At Large,111
Denver,109-333-18,2233107,round 1: Regent of the University of Colorado - At Large,123
Denver,109-450-99,2556346,round 1: Regent of the University of Colorado - At Large,142
Denver,109-539-7,2843649,round 1: Regent of the University of Colorado - At Large,118
Denver,109-554-69,2933073,round 1: Regent of the University of Colorado - At Large,126
Denver,110-115-32,1876136,round 1: Regent of the University of Colorado - At Large,139
Denver,110-283-50,2557857,round 1: Regent of the University of Colorado - At Large,125
Denver,110-293-51,2559421,round 1: Regent of the University of Colorado - At Large,113
Denver,110-382-82,2694743,round 1: Regent of the University of Colorado - At Large,129
Denver,110-538-18,3331133,round 1: Presidential Electors,42
Denver,110-538-18,3331133,round 1: Regent of the University of Colorado - At Large,99
Denver,110-615-53,3511522,round 1: Presidential Electors,35
Denver,110-615-53,3511522,round 1: Regent of the University of Colorado - At Large,92
Denver,110-631-100,3549959,round 1: Regent of the University of Colorado - At Large,116
Denver,111-199-83,2583483,round 1: Presidential Electors,37
Denver,111-199-83,2583483,round 1: Regent of the University of Colorado - At Large,94
Denver,111-249-59,2679629,round 1: Presidential Electors,44
Denver,111-249-59,2679629,round 1: Regent of the University of Colorado - At Large,101
Denver,112-173-22,2114467,round 1: Regent of the University of Colorado - At Large,132
Denver,112-200-62,2289855,round 1: Regent of the University of Colorado - At Large,143
Denver,112-205-3,2305164,round 1: Regent of the University of Colorado - At Large,141
Denver,112-365-39,2744501,round 1: Regent of the University of Colorado - At Large,135
Denver,112-59-7,1815113,round 1: Regent of the University of Colorado - At Large,105
Denver,112-78-30,1898171,round 1: Regent of the University of Colorado - At Large,136
Denver,112-79-76,1900223,round 1: Regent of the University of Colorado - At Large,108
Denver,113-161-63,2146607,round 1: Presidential Electors,38
Denver,113-161-63,2146607,round 1: Regent of the University of Colorado - At Large,95
Denver,113-182-48,2188375,round 1: Regent of the University of Colorado - At Large,110
Denver,113-335-5,2520288,round 1: Regent of the University of Colorado - At Large,137
Denver,114-199-97,3000129,round 1: Regent of the University of Colorado - At Large,109
Denver,114-9-93,1738953,round 1: Regent of the University of Colorado - At Large,117
Denver,121-388-1,3241410,round 1: Regent of the University of Colorado - At Large,127
Denver,121-451-88,3341931,round 1: Presidential Electors,45
Denver,121-451-88,3341931,round 1: Regent of the University of Colorado - At Large,102
Denver,121-80-32,2438049,round 1: Regent of the University of Colorado - At Large,131
Denver,121-898-73,3721134,round 1: Regent of the University of Colorado - At Large,128
Douglas,1-GEN-0372-52,1606923,round 1: Regent of the University of Colorado - At Large,168
Douglas,1-GEN-0798-96,1748684,round 1: Regent of the University of Colorado - At Large,163
Douglas,1-GEN-0959-38,1801655,round 1: Regent of the University of Colorado - At Large,164
Douglas,1-GEN-1211-83,1912330,round 1: Regent of the University of Colorado - At Large,165
Douglas,1-GEN-1628-61,2043120,round 1: Presidential Electors,55
Douglas,1-GEN-1628-61,2043120,round 1: Regent of the University of Colorado - At Large,159
Douglas,1-GEN-1636-14,2045539,round 1: Regent of the University of Colorado - At Large,166
Douglas,1-GEN-1853-51,2141719,round 1: Regent of the University of Colorado - At Large,167
Douglas,1-GEN-2152-42,2247083,round 1: Regent of the University of Colorado - At Large,161
Douglas,1-GEN-2389-56,2333995,round 1: Presidential Electors,56
Douglas,1-GEN-2389-56,2333995,round 1: Regent of the University of Colorado - At Large,160
Douglas,1-GEN-2680-145,2390036,round 1: Regent of the University of Colorado - At Large,162
Douglas,1-GEN-2687-74,2392878,round 1: Presidential Electors,54
Douglas,1-GEN-2687-74,2392878,round 1: Regent of the University of Colorado - At Large,158
Eagle,101-1140-22,1631570,round 1: Regent of the University of Colorado - At Large,169
Eagle,101-687-11,1599698,round 1: Regent of the University of Colorado - At Large,170
ElPaso,201-154-9,2097076,round 1: Regent of the University of Colorado - At Large,204
ElPaso,201-238-61,2269092,round 1: Regent of the University of Colorado - At Large,198
ElPaso,201-258-44,2285539,round 1: City of Colorado Springs Ballot Question 300,97
ElPaso,201-265-96,2312917,round 1: City of Colorado Springs Ballot Question 300,39
ElPaso,201-285-37,2345641,round 1: Presidential Electors,67
ElPaso,201-285-37,2345641,round 1: Regent of the University of Colorado - At Large,186
ElPaso,201-305-74,2378437,round 1: City of Colorado Springs Ballot Question 300,112
ElPaso,201-315-88,2395877,round 1: Regent of the University of Colorado - At Large,203
ElPaso,201-32-7,1818157,round 1: City of Colorado Springs Ballot Question 300,110
ElPaso,201-321-52,2406219,round 1: City of Colorado Springs Ballot Question 300,1
ElPaso,201-375-48,2507120,round 1: City of Colorado Springs Ballot Question 300,29
ElPaso,201-406-45,2554203,round 1: Presidential Electors,69
ElPaso,201-406-45,2554203,round 1: Regent of the University of Colorado - At Large,190
ElPaso,201-406-5,2554185,round 1: Presidential Electors,65
ElPaso,201-406-5,2554185,round 1: Regent of the University of Colorado - At Large,180
ElPaso,201-423-2,2581873,round 1: City of Colorado Springs Ballot Question 300,128
ElPaso,201-46-61,1854081,round 1: City of Colorado Springs Ballot Question 300,73
ElPaso,201-460-92,2636654,round 1: City of Colorado Springs Ballot Question 300,14
ElPaso,201-461-23,2641386,round 1: Regent of the University of Colorado - At Large,191
ElPaso,201-469-48,2651059,round 1: City of Colorado Springs Ballot Question 300,61
ElPaso,201-532-88,2742146,round 1: Regent of the University of Colorado - At Large,199
ElPaso,201-578-80,2827661,round 1: City of Colorado Springs Ballot Question 300,127
ElPaso,201-595-8,2861113,round 1: City of Colorado Springs Ballot Question 300,126
ElPaso,201-620-89,2911507,round 1: City of Colorado Springs Ballot Question 300,79
ElPaso,201-696-46,3072721,round 1: City of Colorado Springs Ballot Question 300,5
ElPaso,201-707-94,3087205,round 1: City of Colorado Springs Ballot Question 300,124
ElPaso,201-723-86,3104879,round 1: City of Colorado Springs Ballot Question 300,103
ElPaso,201-746-3,3130435,round 1: City of Colorado Springs Ballot Question 300,56
ElPaso,201-763-1,3150543,round 1: Regent of the University of Colorado - At Large,201
ElPaso,201-763-37,3150469,round 1: City of Colorado Springs Ballot Question 300,24
ElPaso,301-129-70,2188524,round 1: City of Colorado Springs Ballot Question 300,33
ElPaso,301-141-50,2209447,round 1: City of Colorado Springs Ballot Question 300,2
ElPaso,301-2-94,1769076,round 1: City of Colorado Springs Ballot Question 300,46
ElPaso,301-207-65,2409172,round 1: Regent of the University of Colorado - At Large,200
ElPaso,301-209-31,2412173,round 1: City of Colorado Springs Ballot Question 300,116
ElPaso,301-210-65,2414026,round 1: Regent of the University of Colorado - At Large,202
ElPaso,301-280-41,2628617,round 1: Regent of the University of Colorado - At Large,194
ElPaso,301-347-6,2759990,round 1: Presidential Electors,66
ElPaso,301-347-6,2759990,round 1: Regent of the University of Colorado - At Large,182
ElPaso,301-393-34,2849408,round 1: City of Colorado Springs Ballot Question 300,119
ElPaso,301-418-52,2899248,round 1: City of Colorado Springs Ballot Question 300,92
ElPaso,301-436-71,2943716,round 1: Presidential Electors,68
ElPaso,301-436-71,2943716,round 1: Regent of the University of Colorado - At Large,189
ElPaso,301-44-30,1891707,round 1: City of Colorado Springs Ballot Question 300,117
ElPaso,301-457-70,2998229,round 1: City of Colorado Springs Ballot Question 300,93
ElPaso,301-468-14,3019522,round 1: City of Colorado Springs Ballot Question 300,9
ElPaso,301-468-85,3019690,round 1: City of Colorado Springs Ballot Question 300,113
ElPaso,301-495-43,3073267,round 1: Regent of the University of Colorado - At Large,193
ElPaso,301-534-31,3122832,round 1: City of Colorado Springs Ballot Question 300,3
ElPaso,301-540-9,3128045,round 1: City of Colorado Springs Ballot Question 300,114
ElPaso,301-559-15,3200124,round 1: City of Colorado Springs Ballot Question 300,122
ElPaso,301-578-18,3226406,round 1: City of Colorado Springs Ballot Question 300,83
ElPaso,301-595-30,3257167,round 1: Presidential Electors,62
ElPaso,301-595-30,3257167,round 1: Regent of the University of Colorado - At Large,177
ElPaso,301-83-44,2045796,round 1: City of Colorado Springs Ballot Question 300,125
ElPaso,301-90-81,2068145,round 1: City of Colorado Springs Ballot Question 300,102
ElPaso,301-95-49,2087601,round 1: Regent of the University of Colorado - At Large,196
ElPaso,401-104-59,2026641,round 1: City of Colorado Springs Ballot Question 300,42
ElPaso,401-115-18,2054726,round 1: City of Colorado Springs Ballot Question 300,63
ElPaso,401-138-100,2130473,round 1: City of Colorado Springs Ballot Question 300,51
ElPaso,401-155-80,2139286,round 1: City of Colorado Springs Ballot Question 300,37
ElPaso,401-164-30,2193134,round 1: City of Colorado Springs Ballot Question 300,65
ElPaso,401-189-91,2245670,round 1: City of Colorado Springs Ballot Question 300,52
ElPaso,401-210-66,2287263,round 1: City of Colorado Springs Ballot Question 300,66
ElPaso,401-225-71,2317938,round 1: City of Colorado Springs Ballot Question 300,76
ElPaso,401-258-37,2385373,round 1: Presidential Electors,58
ElPaso,401-258-37,2385373,round 1: Regent of the University of Colorado - At Large,173
ElPaso,401-263-1,2394762,round 1: City of Colorado Springs Ballot Question 300,123
ElPaso,401-313-42,2493163,round 1: Presidential Electors,59
ElPaso,401-313-42,2493163,round 1: Regent of the University of Colorado - At Large,174
ElPaso,401-332-47,2513603,round 1: City of Colorado Springs Ballot Question 300,100
ElPaso,401-379-14,2594032,round 1: City of Colorado Springs Ballot Question 300,121
ElPaso,401-453-37,2700217,round 1: City of Colorado Springs Ballot Question 300,54
ElPaso,401-459-95,2707801,round 1: City of Colorado Springs Ballot Question 300,109
ElPaso,401-460-57,2709854,round 1: City of Colorado Springs Ballot Question 300,67
ElPaso,401-487-84,2753919,round 1: City of Colorado Springs Ballot Question 300,120
ElPaso,401-499-95,2770606,round 1: Presidential Electors,63
ElPaso,401-499-95,2770606,round 1: Regent of the University of Colorado - At Large,178
ElPaso,401-532-79,2842209,round 1: City of Colorado Springs Ballot Question 300,80
ElPaso,401-537-68,2849863,round 1: Presidential Electors,60
ElPaso,401-537-68,2849863,round 1: Regent of the University of Colorado - At Large,175
ElPaso,401-56-25,1923074,round 1: City of Colorado Springs Ballot Question 300,115
ElPaso,401-567-24,2917954,round 1: City of Colorado Springs Ballot Question 300,59
ElPaso,401-578-77,2947053,round 1: Regent of the University of Colorado - At Large,185
ElPaso,401-596-38,2987808,round 1: City of Colorado Springs Ballot Question 300,105
ElPaso,401-606-50,3009936,round 1: City of Colorado Springs Ballot Question 300,25
ElPaso,401-610-28,3017981,round 1: City of Colorado Springs Ballot Question 300,108
ElPaso,401-619-62,3037407,round 1: City of Colorado Springs Ballot Question 300,18
ElPaso,401-90-76,1985198,round 1: City of Colorado Springs Ballot Question 300,101
ElPaso,401-98-70,2005307,round 1: City of Colorado Springs Ballot Question 300,32
ElPaso,501-131-84,2077653,round 1: City of Colorado Springs Ballot Question 300,12
ElPaso,501-149-6,2148680,round 1: Presidential Electors,61
ElPaso,501-149-6,2148680,round 1: Regent of the University of Colorado - At Large,176
ElPaso,501-183-6,2500411,round 1: Regent of the University of Colorado - At Large,197
ElPaso,501-198-66,2529299,round 1: City of Colorado Springs Ballot Question 300,72
ElPaso,501-38-79,1852755,round 1: City of Colorado Springs Ballot Question 300,84
ElPaso,501-63-55,1930519,round 1: City of Colorado Springs Ballot Question 300,118
ElPaso,501-75-25,1951002,round 1: City of Colorado Springs Ballot Question 300,87
ElPaso,601-154-65,2048750,round 1: City of Colorado Springs Ballot Question 300,81
ElPaso,601-155-17,2049669,round 1: City of Colorado Springs Ballot Question 300,90
ElPaso,601-200-76,2165721,round 1: City of Colorado Springs Ballot Question 300,19
