county,imprinted_id,cvr_id,contest_name,sequence
LasAnimas,102-123-8,3404233,round 1: Las Animas County Commissioner District 2,34
LasAnimas,102-124-2,3404515,round 1: Las Animas County Commissioner District 2,31
LasAnimas,102-124-34,3404512,round 1: Las Animas County Commissioner District 2,39
LasAnimas,102-132-18,3406425,round 1: Las Animas County Commissioner District 2,7
LasAnimas,102-133-20,3406452,round 1: Las Animas County Commissioner District 2,11
LasAnimas,102-134-38,3406813,round 1: Las Animas County Commissioner District 2,33
LasAnimas,102-134-45,3406861,round 1: Las Animas County Commissioner District 2,16
LasAnimas,102-145-21,3409667,round 1: Las Animas County Commissioner District 2,38
LasAnimas,102-145-38,3409714,round 1: Las Animas County Commissioner District 2,2
LasAnimas,102-146-19,3410102,round 1: Las Animas County Commissioner District 2,14
LasAnimas,102-18-9,3383727,round 1: Las Animas County Commissioner District 2,18
LasAnimas,102-19-31,3383996,round 1: Las Animas County Commissioner District 2,30
LasAnimas,102-23-14,3384579,round 1: Las Animas County Commissioner District 2,9
LasAnimas,102-23-22,3384578,round 1: Las Animas County Commissioner District 2,28
LasAnimas,102-24-43,3384786,round 1: Las Animas County Commissioner District 2,35
LasAnimas,102-25-9,3385037,round 1: Las Animas County Commissioner District 2,19
LasAnimas,102-27-10,3385191,round 1: Las Animas County Commissioner District 2,6
LasAnimas,102-34-36,3386327,round 1: Las Animas County Commissioner District 2,15
LasAnimas,102-35-39,3386700,round 1: Las Animas County Commissioner District 2,22
LasAnimas,102-37-44,3387067,round 1: Las Animas County Commissioner District 2,12
LasAnimas,102-42-7,3388228,round 1: Las Animas County Commissioner District 2,4
LasAnimas,102-51-40,3389713,round 1: Las Animas County Commissioner District 2,32
LasAnimas,102-52-2,3389832,round 1: Las Animas County Commissioner District 2,3
LasAnimas,102-55-37,3390195,round 1: Las Animas County Commissioner District 2,24
LasAnimas,102-6-24,3381406,round 1: Las Animas County Commissioner District 2,26
LasAnimas,102-61-4,3391609,round 1: Las Animas County Commissioner District 2,13
LasAnimas,102-63-39,3392278,round 1: Las Animas County Commissioner District 2,8
LasAnimas,102-66-11,3392717,round 1: Las Animas County Commissioner District 2,10
LasAnimas,102-70-19,3393786,round 1: Las Animas County Commissioner District 2,5
LasAnimas,102-78-10,3395718,round 1: Las Animas County Commissioner District 2,25
LasAnimas,102-79-9,3396214,round 1: Las Animas County Commissioner District 2,21
LasAnimas,102-83-35,3397131,round 1: Las Animas County Commissioner District 2,27
LasAnimas,102-86-41,3397940,round 1: Las Animas County Commissioner District 2,20
LasAnimas,102-95-19,3399160,round 1: Las Animas County Commissioner District 2,17
LasAnimas,102-98-16,3399541,round 1: Las Animas County Commissioner District 2,23
Mesa,202-2128-16,3825950,round 1: Regent of the University of Colorado - At Large,263
Mesa,402-4077-67,3758001,round 1: Regent of the University of Colorado - At Large,265
Mesa,402-4342-94,3973874,round 1: Presidential Electors,87
Mesa,402-4342-94,3973874,round 1: Regent of the University of Colorado - At Large,262
Mesa,402-4344-31,3975186,round 1: Regent of the University of Colorado - At Large,264
Montezuma,102-133-17,4134329,round 1: Regent of the University of Colorado - At Large,266
Montrose,102-344-49,4219480,round 1: Presidential Electors,88
Montrose,102-344-49,4219480,round 1: Regent of the University of Colorado - At Large,267
Morgan,102-201-41,4308996,round 1: Presidential Electors,89
Morgan,102-201-41,4308996,round 1: Regent of the University of Colorado - At Large,268
Otero,102-65-4,4315900,round 1: Presidential Electors,90
Otero,102-65-4,4315900,round 1: Regent of the University of Colorado - At Large,269
Park,102-315-9,4335817,round 1: Regent of the University of Colorado - At Large,270
Pueblo,102-352-39,4440766,round 1: Presidential Electors,91
Pueblo,102-352-39,4440766,round 1: Regent of the University of Colorado - At Large,271
Pueblo,102-449-66,4464575,round 1: Regent of the University of Colorado - At Large,274
Pueblo,102-460-6,4465561,round 1: Regent of the University of Colorado - At Large,276
Pueblo,102-466-31,4466341,round 1: Presidential Electors,92
Pueblo,102-466-31,4466341,round 1: Regent of the University of Colorado - At Large,272
Pueblo,105-367-81,4459345,round 1: Regent of the University of Colorado - At Large,277
Pueblo,105-479-49,4495312,round 1: Regent of the University of Colorado - At Large,273
Pueblo,111-195-51,4447815,round 1: Regent of the University of Colorado - At Large,275
RioBlanco,102-1-10,4413407,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,17
RioBlanco,102-101-25,4419386,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,59
RioBlanco,102-102-20,4419561,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,56
RioBlanco,102-105-24,4419783,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,44
RioBlanco,102-107-5,4419845,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,5
RioBlanco,102-107-9,4419840,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,8
RioBlanco,102-115-20,4420240,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,9
RioBlanco,102-115-5,4420368,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,46
RioBlanco,102-117-24,4420392,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,30
RioBlanco,102-119-3,4420529,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,50
RioBlanco,102-123-22,4420773,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,51
RioBlanco,102-13-16,4413997,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,31
RioBlanco,102-134-12,4421518,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,55
RioBlanco,102-138-11,4421760,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,37
RioBlanco,102-138-15,4421749,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,42
RioBlanco,102-139-25,4421871,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,11
RioBlanco,102-14-22,4414020,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,58
RioBlanco,102-14-23,4414193,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,43
RioBlanco,102-142-7,4421925,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,57
RioBlanco,102-145-16,4422150,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,18
RioBlanco,102-146-20,4422181,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,36
RioBlanco,102-146-20,4422181,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,53
RioBlanco,102-148-21,4422287,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,13
RioBlanco,102-149-20,4422314,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,52
RioBlanco,102-150-10,4422484,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,54
RioBlanco,102-150-22,4422342,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,1
RioBlanco,102-152-12,4422512,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,19
RioBlanco,102-156-12,4422740,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,47
RioBlanco,102-157-3,4422782,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,48
RioBlanco,102-19-21,4414448,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,49
RioBlanco,102-23-2,4414645,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,45
RioBlanco,102-23-22,4414653,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,39
RioBlanco,102-24-25,4414763,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,22
RioBlanco,102-26-1,4414834,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,2
RioBlanco,102-27-2,4414891,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,3
RioBlanco,102-28-24,4414993,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,29
RioBlanco,102-39-11,4415681,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,24
RioBlanco,102-4-16,4413462,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,4
RioBlanco,102-41-20,4415810,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,16
RioBlanco,102-44-11,4416034,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,21
RioBlanco,102-45-21,4416056,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,12
RioBlanco,102-53-24,4416482,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,38
RioBlanco,102-54-21,4416614,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,6
RioBlanco,102-57-13,4416723,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,34
RioBlanco,102-59-9,4416854,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,41
RioBlanco,102-60-15,4416877,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,26
RioBlanco,102-62-4,4417089,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,14
RioBlanco,102-7-17,4413619,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,20
RioBlanco,102-70-20,4417528,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,15
RioBlanco,102-72-15,4417650,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,32
RioBlanco,102-73-4,4417684,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,40
RioBlanco,102-75-21,4417878,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,28
RioBlanco,102-77-14,4417933,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,25
RioBlanco,102-81-17,4418093,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,33
RioBlanco,102-82-7,4418274,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,23
RioBlanco,102-92-15,4418745,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,27
RioBlanco,102-95-9,4418981,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,10
RioBlanco,102-97-19,4419171,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,7
RioBlanco,102-98-23,4419226,round 1: Amendment 80 (CONSTITUTIONAL) - Rio Blanco,35
RioGrande,102-109-7,4482636,round 1: Rio Grande County Court - Stenger,33
RioGrande,102-112-4,4482861,round 1: Rio Grande County Court - Stenger,5
RioGrande,102-131-18,4484068,round 1: Rio Grande County Court - Stenger,17
RioGrande,102-132-6,4484251,round 1: Rio Grande County Court - Stenger,31
RioGrande,102-137-20,4484498,round 1: Rio Grande County Court - Stenger,25
RioGrande,102-14-12,4476348,round 1: Rio Grande County Court - Stenger,35
RioGrande,102-145-7,4485073,round 1: Rio Grande County Court - Stenger,18
RioGrande,102-153-12,4485589,round 1: Rio Grande County Court - Stenger,32
RioGrande,102-16-4,4476385,round 1: Rio Grande County Court - Stenger,34
RioGrande,102-169-3,4486542,round 1: Rio Grande County Court - Stenger,22
RioGrande,102-171-4,4486667,round 1: Rio Grande County Court - Stenger,13
RioGrande,102-172-10,4486722,round 1: Rio Grande County Court - Stenger,26
RioGrande,102-176-14,4486950,round 1: Rio Grande County Court - Stenger,30
RioGrande,102-178-2,4487165,round 1: Rio Grande County Court - Stenger,23
RioGrande,102-178-5,4487159,round 1: Rio Grande County Court - Stenger,11
RioGrande,102-182-16,4487380,round 1: Rio Grande County Court - Stenger,2
RioGrande,102-185-23,4487569,round 1: Rio Grande County Court - Stenger,7
RioGrande,102-200-1,4488669,round 1: Rio Grande County Court - Stenger,14
RioGrande,102-206-15,4489071,round 1: Rio Grande County Court - Stenger,1
RioGrande,102-208-2,4489126,round 1: Rio Grande County Court - Stenger,27
RioGrande,102-209-2,4489305,round 1: Rio Grande County Court - Stenger,16
RioGrande,102-21-18,4476908,round 1: Rio Grande County Court - Stenger,29
RioGrande,102-226-24,4490352,round 1: Rio Grande County Court - Stenger,28
RioGrande,102-227-10,4490371,round 1: Rio Grande County Court - Stenger,12
RioGrande,102-232-13,4490754,round 1: Rio Grande County Court - Stenger,21
RioGrande,102-236-12,4490984,round 1: Rio Grande County Court - Stenger,8
RioGrande,102-243-22,4491444,round 1: Rio Grande County Court - Stenger,24
RioGrande,102-246-5,4491678,round 1: Rio Grande County Court - Stenger,9
RioGrande,102-28-17,4477418,round 1: Rio Grande County Court - Stenger,10
RioGrande,102-5-15,4475791,round 1: Rio Grande County Court - Stenger,3
RioGrande,102-56-12,4479222,round 1: Rio Grande County Court - Stenger,4
RioGrande,102-66-11,4479896,round 1: Rio Grande County Court - Stenger,19
RioGrande,102-75-16,4480516,round 1: Rio Grande County Court - Stenger,20
RioGrande,102-84-14,4481128,round 1: Rio Grande County Court - Stenger,6
RioGrande,102-97-8,4481895,round 1: Rio Grande County Court - Stenger,15
Saguache,102-1-15,4848581,round 1: Saguache County Commissioner District 1,18
Saguache,102-1-15,4848581,round 1: Saguache County Commissioner District 1,81
Saguache,102-10-23,4848797,round 1: Saguache County Commissioner District 1,122
Saguache,102-100-2,4851063,round 1: Saguache County Commissioner District 1,94
Saguache,102-101-22,4851075,round 1: Saguache County Commissioner District 1,121
Saguache,102-101-23,4851071,round 1: Saguache County Commissioner District 1,118
Saguache,102-104-1,4851154,round 1: Saguache County Commissioner District 1,99
Saguache,102-104-7,4851167,round 1: Saguache County Commissioner District 1,114
Saguache,102-106-14,4851205,round 1: Saguache County Commissioner District 1,119
Saguache,102-107-2,4851242,round 1: Saguache County Commissioner District 1,86
Saguache,102-109-23,4851281,round 1: Saguache County Commissioner District 1,117
Saguache,102-110-15,4851307,round 1: Saguache County Commissioner District 1,87
Saguache,102-112-8,4851363,round 1: Saguache County Commissioner District 1,82
Saguache,102-113-15,4851392,round 1: Saguache County Commissioner District 1,71
Saguache,102-113-21,4851371,round 1: Saguache County Commissioner District 1,23
Saguache,102-114-21,4851396,round 1: Saguache County Commissioner District 1,46
Saguache,102-115-10,4851433,round 1: Saguache County Commissioner District 1,105
Saguache,102-116-13,4851469,round 1: Saguache County Commissioner District 1,112
Saguache,102-12-14,4848857,round 1: Saguache County Commissioner District 1,109
Saguache,102-122-17,4851610,round 1: Saguache County Commissioner District 1,120
Saguache,102-122-19,4851614,round 1: Saguache County Commissioner District 1,110
Saguache,102-122-4,4851617,round 1: Saguache County Commissioner District 1,104
Saguache,102-124-23,4851655,round 1: Saguache County Commissioner District 1,116
Saguache,102-125-18,4851687,round 1: Saguache County Commissioner District 1,97
Saguache,102-127-14,4851730,round 1: Saguache County Commissioner District 1,26
Saguache,102-127-15,4851743,round 1: Saguache County Commissioner District 1,1
Saguache,102-128-9,4851767,round 1: Saguache County Commissioner District 1,22
Saguache,102-129-19,4851789,round 1: Saguache County Commissioner District 1,115
Saguache,102-131-10,4851842,round 1: Saguache County Commissioner District 1,7
Saguache,102-133-8,4851874,round 1: Saguache County Commissioner District 1,15
Saguache,102-136-11,4851946,round 1: Saguache County Commissioner District 1,32
Saguache,102-138-2,4852003,round 1: Saguache County Commissioner District 1,40
Saguache,102-138-29,4852012,round 1: Saguache County Commissioner District 1,3
Saguache,102-16-12,4848950,round 1: Saguache County Commissioner District 1,48
Saguache,102-17-22,4848977,round 1: Saguache County Commissioner District 1,93
Saguache,102-18-11,4848999,round 1: Saguache County Commissioner District 1,5
Saguache,102-18-21,4849016,round 1: Saguache County Commissioner District 1,8
Saguache,102-19-22,4849044,round 1: Saguache County Commissioner District 1,89
Saguache,102-19-23,4849024,round 1: Saguache County Commissioner District 1,113
Saguache,102-20-16,4849061,round 1: Saguache County Commissioner District 1,106
Saguache,102-20-4,4849070,round 1: Saguache County Commissioner District 1,95
Saguache,102-21-11,4849072,round 1: Saguache County Commissioner District 1,10
Saguache,102-23-20,4849143,round 1: Saguache County Commissioner District 1,77
Saguache,102-25-19,4849192,round 1: Saguache County Commissioner District 1,37
Saguache,102-26-17,4849213,round 1: Saguache County Commissioner District 1,62
Saguache,102-26-21,4849196,round 1: Saguache County Commissioner District 1,57
Saguache,102-26-4,4849214,round 1: Saguache County Commissioner District 1,54
Saguache,102-27-15,4849232,round 1: Saguache County Commissioner District 1,27
Saguache,102-27-16,4849234,round 1: Saguache County Commissioner District 1,44
Saguache,102-29-5,4849277,round 1: Saguache County Commissioner District 1,30
Saguache,102-3-1,4848630,round 1: Saguache County Commissioner District 1,108
Saguache,102-31-10,4849341,round 1: Saguache County Commissioner District 1,111
Saguache,102-32-15,4849359,round 1: Saguache County Commissioner District 1,101
Saguache,102-35-17,4849436,round 1: Saguache County Commissioner District 1,78
Saguache,102-37-4,4849494,round 1: Saguache County Commissioner District 1,74
Saguache,102-38-18,4849514,round 1: Saguache County Commissioner District 1,42
Saguache,102-39-9,4849538,round 1: Saguache County Commissioner District 1,33
Saguache,102-40-19,4849552,round 1: Saguache County Commissioner District 1,21
Saguache,102-41-10,4849573,round 1: Saguache County Commissioner District 1,107
Saguache,102-42-21,4849596,round 1: Saguache County Commissioner District 1,61
Saguache,102-43-13,4849630,round 1: Saguache County Commissioner District 1,100
Saguache,102-43-15,4849633,round 1: Saguache County Commissioner District 1,92
Saguache,102-44-2,4849667,round 1: Saguache County Commissioner District 1,84
Saguache,102-45-18,4849688,round 1: Saguache County Commissioner District 1,96
Saguache,102-45-2,4849691,round 1: Saguache County Commissioner District 1,98
Saguache,102-45-5,4849687,round 1: Saguache County Commissioner District 1,79
Saguache,102-47-6,4849736,round 1: Saguache County Commissioner District 1,103
Saguache,102-47-7,4849738,round 1: Saguache County Commissioner District 1,24
Saguache,102-48-17,4849761,round 1: Saguache County Commissioner District 1,102
Saguache,102-48-20,4849765,round 1: Saguache County Commissioner District 1,17
Saguache,102-5-16,4848686,round 1: Saguache County Commissioner District 1,75
Saguache,102-5-24,4848674,round 1: Saguache County Commissioner District 1,80
Saguache,102-5-4,4848685,round 1: Saguache County Commissioner District 1,35
Saguache,102-5-9,4848689,round 1: Saguache County Commissioner District 1,70
Saguache,102-51-13,4849828,round 1: Saguache County Commissioner District 1,4
Saguache,102-52-5,4849861,round 1: Saguache County Commissioner District 1,91
Saguache,102-54-10,4849905,round 1: Saguache County Commissioner District 1,90
Saguache,102-55-21,4849926,round 1: Saguache County Commissioner District 1,41
Saguache,102-55-22,4849942,round 1: Saguache County Commissioner District 1,29
Saguache,102-6-8,4848718,round 1: Saguache County Commissioner District 1,72
Saguache,102-60-6,4850051,round 1: Saguache County Commissioner District 1,56
Saguache,102-63-11,4850123,round 1: Saguache County Commissioner District 1,69
Saguache,102-64-12,4850152,round 1: Saguache County Commissioner District 1,52
Saguache,102-66-1,4850219,round 1: Saguache County Commissioner District 1,43
Saguache,102-68-12,4850250,round 1: Saguache County Commissioner District 1,76
Saguache,102-68-13,4850253,round 1: Saguache County Commissioner District 1,63
Saguache,102-68-14,4850256,round 1: Saguache County Commissioner District 1,45
Saguache,102-69-11,4850272,round 1: Saguache County Commissioner District 1,47
Saguache,102-69-16,4850283,round 1: Saguache County Commissioner District 1,55
Saguache,102-7-2,4848733,round 1: Saguache County Commissioner District 1,36
Saguache,102-7-4,4848728,round 1: Saguache County Commissioner District 1,51
Saguache,102-70-5,4850319,round 1: Saguache County Commissioner District 1,88
Saguache,102-72-19,4850369,round 1: Saguache County Commissioner District 1,19
Saguache,102-74-17,4850410,round 1: Saguache County Commissioner District 1,68
Saguache,102-74-23,4850401,round 1: Saguache County Commissioner District 1,85
Saguache,102-75-1,4850423,round 1: Saguache County Commissioner District 1,50
Saguache,102-76-9,4850454,round 1: Saguache County Commissioner District 1,53
Saguache,102-78-2,4850512,round 1: Saguache County Commissioner District 1,38
Saguache,102-78-2,4850512,round 1: Saguache County Commissioner District 1,73
Saguache,102-79-4,4850529,round 1: Saguache County Commissioner District 1,31
Saguache,102-79-5,4850543,round 1: Saguache County Commissioner District 1,12
Saguache,102-82-11,4850597,round 1: Saguache County Commissioner District 1,14
Saguache,102-82-2,4850612,round 1: Saguache County Commissioner District 1,11
Saguache,102-85-18,4850688,round 1: Saguache County Commissioner District 1,83
Saguache,102-86-12,4850702,round 1: Saguache County Commissioner District 1,13
Saguache,102-87-24,4850729,round 1: Saguache County Commissioner District 1,25
Saguache,102-89-14,4850781,round 1: Saguache County Commissioner District 1,39
Saguache,102-89-16,4850785,round 1: Saguache County Commissioner District 1,34
Saguache,102-89-6,4850794,round 1: Saguache County Commissioner District 1,6
Saguache,102-91-20,4850840,round 1: Saguache County Commissioner District 1,60
Saguache,102-92-16,4850861,round 1: Saguache County Commissioner District 1,16
Saguache,102-92-7,4850862,round 1: Saguache County Commissioner District 1,2
Saguache,102-92-7,4850862,round 1: Saguache County Commissioner District 1,58
Saguache,102-94-15,4850909,round 1: Saguache County Commissioner District 1,67
Saguache,102-95-16,4850934,round 1: Saguache County Commissioner District 1,28
Saguache,102-96-6,4850967,round 1: Saguache County Commissioner District 1,64
Saguache,102-98-4,4851016,round 1: Saguache County Commissioner District 1,20
Saguache,102-98-8,4851019,round 1: Saguache County Commissioner District 1,66
Saguache,102-99-4,4851042,round 1: Saguache County Commissioner District 1,49
SanMiguel,102-104-2,4587950,round 1: San Miguel County Ballot Question 1A,12
SanMiguel,102-13-17,4583588,round 1: San Miguel County Ballot Question 1A,31
SanMiguel,102-21-11,4583962,round 1: San Miguel County Ballot Question 1A,35
SanMiguel,102-21-18,4583994,round 1: San Miguel County Ballot Question 1A,7
SanMiguel,102-22-19,4584051,round 1: San Miguel County Ballot Question 1A,37
SanMiguel,102-25-23,4584162,round 1: San Miguel County Ballot Question 1A,38
SanMiguel,102-27-50,4584281,round 1: San Miguel County Ballot Question 1A,33
SanMiguel,102-29-35,4584360,round 1: San Miguel County Ballot Question 1A,5
SanMiguel,102-3-14,4583105,round 1: San Miguel County Ballot Question 1A,36
SanMiguel,102-31-11,4584463,round 1: San Miguel County Ballot Question 1A,25
SanMiguel,102-31-24,4584508,round 1: San Miguel County Ballot Question 1A,23
SanMiguel,102-31-47,4584491,round 1: San Miguel County Ballot Question 1A,19
SanMiguel,102-35-29,4584694,round 1: San Miguel County Ballot Question 1A,1
SanMiguel,102-4-20,4583153,round 1: San Miguel County Ballot Question 1A,14
SanMiguel,102-43-34,4585060,round 1: San Miguel County Ballot Question 1A,16
SanMiguel,102-43-44,4585086,round 1: San Miguel County Ballot Question 1A,32
SanMiguel,102-52-20,4585354,round 1: San Miguel County Ballot Question 1A,34
SanMiguel,102-52-6,4585352,round 1: San Miguel County Ballot Question 1A,6
SanMiguel,102-57-18,4585593,round 1: San Miguel County Ballot Question 1A,8
SanMiguel,102-64-45,4585934,round 1: San Miguel County Ballot Question 1A,30
SanMiguel,102-65-5,4585999,round 1: San Miguel County Ballot Question 1A,9
SanMiguel,102-66-48,4586052,round 1: San Miguel County Ballot Question 1A,18
SanMiguel,102-67-38,4586066,round 1: San Miguel County Ballot Question 1A,22
SanMiguel,102-67-9,4586077,round 1: San Miguel County Ballot Question 1A,29
SanMiguel,102-68-25,4586111,round 1: San Miguel County Ballot Question 1A,10
SanMiguel,102-79-12,4586670,round 1: San Miguel County Ballot Question 1A,2
SanMiguel,102-8-15,4583332,round 1: San Miguel County Ballot Question 1A,21
SanMiguel,102-81-23,4586809,round 1: Regent of the University of Colorado - At Large,278
SanMiguel,102-85-34,4586988,round 1: San Miguel County Ballot Question 1A,17
SanMiguel,102-85-36,4587005,round 1: San Miguel County Ballot Question 1A,3
SanMiguel,102-87-31,4587061,round 1: San Miguel County Ballot Question 1A,20
SanMiguel,102-88-3,4587158,round 1: San Miguel County Ballot Question 1A,11
SanMiguel,102-89-22,4587204,round 1: San Miguel County Ballot Question 1A,26
SanMiguel,102-89-25,4587162,round 1: San Miguel County Ballot Question 1A,24
SanMiguel,102-89-47,4587194,round 1: San Miguel County Ballot Question 1A,27
SanMiguel,102-91-31,4587261,round 1: San Miguel County Ballot Question 1A,28
SanMiguel,102-94-13,4587422,round 1: San Miguel County Ballot Question 1A,4
SanMiguel,102-96-21,4587550,round 1: San Miguel County Ballot Question 1A,13
SanMiguel,102-98-12,4587616,round 1: San Miguel County Ballot Question 1A,15
Summit,102-450-1,4841474,round 1: Regent of the University of Colorado - At Large,280
Summit,102-556-2,4844174,round 1: Regent of the University of Colorado - At Large,279
Teller,102-212-24,4614149,round 1: Regent of the University of Colorado - At Large,282
Teller,102-277-9,4615660,round 1: Regent of the University of Colorado - At Large,283
Teller,102-478-13,4620491,round 1: Presidential Electors,93
Teller,102-478-13,4620491,round 1: Regent of the University of Colorado - At Large,281
Weld,101-144-79,4719235,round 1: Regent of the University of Colorado - At Large,298
Weld,101-65-60,4673352,round 1: Presidential Electors,97
Weld,101-65-60,4673352,round 1: Regent of the University of Colorado - At Large,287
Weld,102-49-26,4666658,round 1: Regent of the University of Colorado - At Large,297
Weld,103-117-55,4713008,round 1: Presidential Electors,98
Weld,103-117-55,4713008,round 1: Regent of the University of Colorado - At Large,291
Weld,103-212-20,4785307,round 1: Regent of the University of Colorado - At Large,292
Weld,103-215-34,4785759,round 1: Regent of the University of Colorado - At Large,296
Weld,103-60-25,4678486,round 1: Regent of the University of Colorado - At Large,293
Weld,104-121-2,4698039,round 1: Presidential Electors,94
Weld,104-121-2,4698039,round 1: Regent of the University of Colorado - At Large,284
Weld,104-181-82,4735295,round 1: Regent of the University of Colorado - At Large,295
Weld,104-79-50,4678642,round 1: Presidential Electors,95
Weld,104-79-50,4678642,round 1: Regent of the University of Colorado - At Large,285
Weld,105-115-65,4702021,round 1: Regent of the University of Colorado - At Large,294
Weld,105-65-93,4671263,round 1: Regent of the University of Colorado - At Large,288
Weld,105-67-96,4671800,round 1: Regent of the University of Colorado - At Large,289
Weld,106-105-10,4690053,round 1: Regent of the University of Colorado - At Large,290
Weld,108-14-66,4801267,round 1: Presidential Electors,96
Weld,108-14-66,4801267,round 1: Regent of the University of Colorado - At Large,286
Yuma,102-81-9,4826952,round 1: Presidential Electors,99
Yuma,102-81-9,4826952,round 1: Regent of the University of Colorado - At Large,299
