contest_name,sequence,round,county,imprinted_id,status,reason
Adams County Commissioner - District 5,2,1,Adams,109-176-83,ok,
Adams County Commissioner - District 5,5,1,Adams,112-181-82,ok,
Adams County Commissioner - District 5,6,1,Adams,101-510-83,ok,
Adams County Commissioner - District 5,8,1,Adams,112-381-10,ok,
Adams County Commissioner - District 5,9,1,Adams,107-145-18,ok,
Adams County Commissioner - District 5,10,1,Adams,103-175-70,ok,
Adams County Commissioner - District 5,14,1,Adams,109-422-33,ok,
Adams County Commissioner - District 5,18,1,Adams,110-382-53,ok,
Adams County Commissioner - District 5,21,1,Adams,101-409-17,ok,
Adams County Commissioner - District 5,23,1,Adams,103-145-9,ok,
Adams County Commissioner - District 5,25,1,Adams,102-147-14,ok,
Adams County Commissioner - District 5,26,1,Adams,109-3-14,ok,
Adams County Commissioner - District 5,27,1,Adams,106-205-82,ok,
Adams County Commissioner - District 5,28,1,Adams,109-306-76,ok,
Adams County Commissioner - District 5,32,1,Adams,109-121-11,ok,
Adams County Commissioner - District 5,33,1,Adams,103-562-15,ok,
Adams County Commissioner - District 5,35,1,Adams,109-387-72,ok,
Adams County Commissioner - District 5,36,1,Adams,107-145-24,ok,
Adams County Commissioner - District 5,37,1,Adams,101-566-84,ok,
Adams County Commissioner - District 5,40,1,Adams,102-53-9,ok,
Adams County Commissioner - District 5,41,1,Adams,103-53-106,ok,
Adams County Commissioner - District 5,43,1,Adams,107-199-31,ok,
Adams County Commissioner - District 5,45,1,Adams,101-146-54,ok,
Adams County Commissioner - District 5,46,1,Adams,106-57-92,ok,
Adams County Commissioner - District 5,47,1,Adams,109-281-59,ok,
Adams County Commissioner - District 5,50,1,Adams,103-415-15,ok,
Adams County Commissioner - District 5,52,1,Adams,103-464-83,ok,
Adams County Commissioner - District 5,53,1,Adams,109-421-61,ok,
Adams County Commissioner - District 5,55,1,Adams,109-247-56,ok,
Adams County Commissioner - District 5,56,1,Adams,104-110-70,ok,
Adams County Commissioner - District 5,59,1,Adams,112-273-71,ok,
Adams County Commissioner - District 5,60,1,Adams,112-201-92,ok,
Adams County Commissioner - District 5,61,1,Adams,108-93-24,ok,
Adams County Commissioner - District 5,62,1,Adams,106-10-16,ok,
Adams County Commissioner - District 5,66,1,Adams,112-52-39,ok,
Adams County Commissioner - District 5,71,1,Adams,110-224-41,ok,
Adams County Commissioner - District 5,72,1,Adams,103-482-7,ok,
Adams County Commissioner - District 5,77,1,Adams,110-335-48,ok,
Adams County Commissioner - District 5,79,1,Adams,106-523-33,ok,
Adams County Commissioner - District 5,83,1,Adams,103-191-84,ok,
Adams County Commissioner - District 5,85,1,Adams,106-8-100,ok,
Adams County Commissioner - District 5,86,1,Adams,109-220-65,ok,
Adams County Commissioner - District 5,87,1,Adams,107-214-67,ok,
Adams County Commissioner - District 5,88,1,Adams,110-37-5,ok,
Adams County Commissioner - District 5,89,1,Adams,101-554-40,ok,
Adams County Commissioner - District 5,91,1,Adams,109-308-22,ok,
Adams County Commissioner - District 5,94,1,Adams,109-383-7,ok,
Adams County Commissioner - District 5,98,1,Adams,103-503-55,ok,
Adams County Commissioner - District 5,99,1,Adams,103-470-87,ok,
Adams County Commissioner - District 5,100,1,Adams,109-119-57,ok,
Adams County Commissioner - District 5,102,1,Adams,110-156-3,ok,
Adams County Commissioner - District 5,103,1,Adams,106-634-44,ok,
Adams County Commissioner - District 5,113,1,Adams,106-218-26,ok,
Adams County Commissioner - District 5,117,1,Adams,109-322-42,ok,
Adams County Commissioner - District 5,118,1,Adams,105-131-31,ok,
Adams County Commissioner - District 5,124,1,Adams,109-371-46,ok,
Adams County Commissioner - District 5,128,1,Adams,106-615-17,ok,
Adams County Commissioner - District 5,129,1,Adams,103-356-61,ok,
Adams County Commissioner - District 5,130,1,Adams,110-42-95,ok,
Adams County Commissioner - District 5,134,1,Adams,102-71-40,ok,
Adams County Commissioner - District 5,135,1,Adams,106-445-37,ok,
Adams County Commissioner - District 5,137,1,Adams,104-191-71,ok,
Adams County Commissioner - District 5,140,1,Adams,106-634-34,ok,
Adams County Commissioner - District 5,141,1,Adams,104-29-15,ok,
Adams County Commissioner - District 5,142,1,Adams,109-111-7,ok,
Adams County Commissioner - District 5,146,1,Adams,108-28-99,ok,
Adams County Commissioner - District 5,147,1,Adams,106-42-89,ok,
Adams County Commissioner - District 5,148,1,Adams,108-42-88,ok,
Adams County Commissioner - District 5,149,1,Adams,104-242-54,ok,
Adams County Commissioner - District 5,150,1,Adams,110-53-86,ok,
Adams County Commissioner - District 5,152,1,Adams,101-370-71,ok,
Adams County Commissioner - District 5,154,1,Adams,101-402-64,ok,
Adams County Commissioner - District 5,155,1,Adams,112-288-83,ok,
Adams County Commissioner - District 5,156,1,Adams,106-207-16,ok,
Adams County Commissioner - District 5,157,1,Adams,104-126-66,ok,
Adams County Commissioner - District 5,158,1,Adams,101-130-14,ok,
Adams County Commissioner - District 5,159,1,Adams,102-69-97,ok,
Adams County Commissioner - District 5,160,1,Adams,104-163-45,ok,
Adams County Commissioner - District 5,162,1,Adams,112-80-87,ok,
Adams County Commissioner - District 5,163,1,Adams,109-395-78,ok,
Adams County Commissioner - District 5,165,1,Adams,105-28-77,ok,
Adams County Commissioner - District 5,166,1,Adams,109-339-57,ok,
Adams County Commissioner - District 5,173,1,Adams,101-101-7,ok,
Adams County Commissioner - District 5,174,1,Adams,106-100-22,ok,
Adams County Commissioner - District 5,175,1,Adams,105-214-84,ok,
Adams County Commissioner - District 5,177,1,Adams,108-49-1,ok,
Adams County Commissioner - District 5,179,1,Adams,102-287-59,ok,
Adams County Commissioner - District 5,181,1,Adams,103-201-29,ok,
Adams County Commissioner - District 5,182,1,Adams,112-304-45,ok,
Adams County Commissioner - District 5,187,1,Adams,112-338-19,ok,
Adams County Commissioner - District 5,190,1,Adams,104-240-56,ok,
Adams County Commissioner - District 5,192,1,Adams,101-484-89,ok,
Alamosa County Commissioner - District 1,2,1,Alamosa,102-260-42,ok,
Alamosa County Commissioner - District 1,3,1,Alamosa,102-185-36,ok,
Alamosa County Commissioner - District 1,5,1,Alamosa,102-221-2,ok,
Alamosa County Commissioner - District 1,6,1,Alamosa,102-158-26,ok,
Alamosa County Commissioner - District 1,8,1,Alamosa,102-275-36,ok,
Alamosa County Commissioner - District 1,9,1,Alamosa,102-248-28,ok,
Alamosa County Commissioner - District 1,12,1,Alamosa,102-11-38,ok,
Alamosa County Commissioner - District 1,15,1,Alamosa,102-49-22,ok,
Alamosa County Commissioner - District 1,16,1,Alamosa,102-135-40,ok,
Alamosa County Commissioner - District 1,19,1,Alamosa,102-63-14,ok,
Alamosa County Commissioner - District 1,21,1,Alamosa,102-268-12,ok,
Alamosa County Commissioner - District 1,22,1,Alamosa,102-32-4,ok,
Alamosa County Commissioner - District 1,23,1,Alamosa,102-143-42,ok,
Alamosa County Commissioner - District 1,27,1,Alamosa,102-293-46,ok,
Alamosa County Commissioner - District 1,32,1,Alamosa,102-183-22,ok,
Alamosa County Commissioner - District 1,34,1,Alamosa,102-278-6,ok,
Alamosa County Commissioner - District 1,35,1,Alamosa,102-197-6,ok,
Alamosa County Commissioner - District 1,36,1,Alamosa,102-121-18,ok,
Alamosa County Commissioner - District 1,40,1,Alamosa,102-125-32,ok,
Alamosa County Commissioner - District 1,41,1,Alamosa,102-187-14,ok,
Alamosa County Commissioner - District 1,42,1,Alamosa,102-265-8,ok,
Alamosa County Commissioner - District 1,44,1,Alamosa,102-151-46,ok,
Alamosa County Commissioner - District 1,47,1,Alamosa,102-116-30,ok,
Alamosa County Commissioner - District 1,49,1,Alamosa,102-38-10,ok,
Alamosa County Commissioner - District 1,50,1,Alamosa,102-130-18,ok,
Alamosa County Commissioner - District 1,52,1,Alamosa,102-284-30,ok,
Alamosa County Commissioner - District 1,53,1,Alamosa,102-112-22,ok,
Alamosa County Commissioner - District 1,55,1,Alamosa,102-183-10,ok,
Alamosa County Commissioner - District 1,57,1,Alamosa,102-44-2,ok,
Alamosa County Commissioner - District 1,62,1,Alamosa,102-136-18,ok,
Alamosa County Commissioner - District 1,63,1,Alamosa,102-247-28,ok,
Alamosa County Commissioner - District 1,64,1,Alamosa,102-277-24,ok,
Alamosa County Commissioner - District 1,65,1,Alamosa,102-134-28,ok,
City of Colorado Springs Ballot Question 300,1,1,El Paso,201-321-52,ok,
City of Colorado Springs Ballot Question 300,2,1,El Paso,301-141-50,ok,
City of Colorado Springs Ballot Question 300,4,1,El Paso,201-696-46,ok,
City of Colorado Springs Ballot Question 300,7,1,El Paso,601-518-65,ok,
City of Colorado Springs Ballot Question 300,10,1,El Paso,701-60-37,ok,
City of Colorado Springs Ballot Question 300,22,1,El Paso,701-388-75,ok,
City of Colorado Springs Ballot Question 300,23,1,El Paso,701-396-40,ok,
City of Colorado Springs Ballot Question 300,24,1,El Paso,301-129-70,ok,
City of Colorado Springs Ballot Question 300,27,1,El Paso,701-28-63,ok,
City of Colorado Springs Ballot Question 300,29,1,El Paso,401-98-70,ok,
City of Colorado Springs Ballot Question 300,30,1,El Paso,401-104-59,ok,
City of Colorado Springs Ballot Question 300,34,1,El Paso,301-2-94,ok,
City of Colorado Springs Ballot Question 300,40,1,El Paso,701-333-27,ok,
City of Colorado Springs Ballot Question 300,44,1,El Paso,601-232-63,ok,
City of Colorado Springs Ballot Question 300,47,1,El Paso,201-46-61,ok,
City of Colorado Springs Ballot Question 300,48,1,El Paso,601-255-87,ok,
City of Colorado Springs Ballot Question 300,50,1,El Paso,201-620-89,ok,
City of Colorado Springs Ballot Question 300,51,1,El Paso,702-66-48,ok,
City of Colorado Springs Ballot Question 300,55,1,El Paso,401-567-24,ok,
City of Colorado Springs Ballot Question 300,58,1,El Paso,701-596-57,ok,
City of Colorado Springs Ballot Question 300,60,1,El Paso,401-210-66,ok,
City of Colorado Springs Ballot Question 300,61,1,El Paso,702-26-69,ok,
City of Colorado Springs Ballot Question 300,63,1,El Paso,301-578-18,ok,
City of Colorado Springs Ballot Question 300,64,1,El Paso,701-401-11,ok,
City of Colorado Springs Ballot Question 300,65,1,El Paso,401-225-71,ok,
City of Colorado Springs Ballot Question 300,66,1,El Paso,201-723-86,ok,
City of Colorado Springs Ballot Question 300,68,1,El Paso,301-457-70,ok,
City of Colorado Springs Ballot Question 300,69,1,El Paso,201-32-7,ok,
City of Colorado Springs Ballot Question 300,70,1,El Paso,501-198-66,ok,
City of Colorado Springs Ballot Question 300,72,1,El Paso,201-305-74,ok,
City of Colorado Springs Ballot Question 300,74,1,El Paso,601-295-56,ok,
City of Colorado Springs Ballot Question 300,75,1,El Paso,602-84-34,ok,
City of Colorado Springs Ballot Question 300,80,1,El Paso,601-154-65,ok,
City of Colorado Springs Ballot Question 300,82,1,El Paso,501-38-79,ok,
City of Colorado Springs Ballot Question 300,84,1,El Paso,401-332-47,ok,
City of Colorado Springs Ballot Question 300,88,1,El Paso,601-155-17,ok,
City of Colorado Springs Ballot Question 300,89,1,El Paso,702-77-3,ok,
City of Colorado Springs Ballot Question 300,90,1,El Paso,301-209-31,ok,
City of Colorado Springs Ballot Question 300,100,1,El Paso,701-394-51,ok,
City of Colorado Springs Ballot Question 300,116,1,El Paso,602-77-130,ok,
City of Colorado Springs Ballot Question 300,121,1,El Paso,301-83-44,ok,
City of Colorado Springs Ballot Question 300,127,1,El Paso,601-489-70,ok,
City of Colorado Springs Ballot Question 300,128,1,El Paso,401-263-1,ok,
City of Craig Ballot Question 2A,1,1,Moffat,102-35-6,ok,
City of Craig Ballot Question 2A,2,1,Moffat,102-28-10,ok,
City of Craig Ballot Question 2A,3,1,Moffat,102-115-3,ok,
City of Craig Ballot Question 2A,4,1,Moffat,102-203-18,ok,
City of Craig Ballot Question 2A,8,1,Moffat,102-212-21,ok,
City of Craig Ballot Question 2A,14,1,Moffat,102-199-3,ok,
City of Craig Ballot Question 2A,15,1,Moffat,102-140-7,ok,
City of Craig Ballot Question 2A,16,1,Moffat,102-52-10,ok,
City of Craig Ballot Question 2A,20,1,Moffat,102-148-16,ok,
City of Craig Ballot Question 2A,22,1,Moffat,102-89-11,ok,
City of Craig Ballot Question 2A,23,1,Moffat,102-59-2,ok,
City of Craig Ballot Question 2A,27,1,Moffat,102-4-24,ok,
City of Craig Ballot Question 2A,30,1,Moffat,102-256-11,ok,
City of Craig Ballot Question 2A,31,1,Moffat,102-180-16,ok,
City of Craig Ballot Question 2A,32,1,Moffat,102-35-8,ok,
City of Craig Ballot Question 2A,34,1,Moffat,102-288-2,ok,
City of Craig Ballot Question 2A,38,1,Moffat,102-117-9,ok,
City of Craig Ballot Question 2A,44,1,Moffat,102-285-22,ok,
City of Craig Ballot Question 2A,45,1,Moffat,102-56-18,ok,
City of Craig Ballot Question 2A,46,1,Moffat,102-303-4,ok,
City of Fort Morgan Ballot Question 2A,1,1,Morgan,102-46-47,ok,
City of Fort Morgan Ballot Question 2A,2,1,Morgan,102-86-21,ok,
City of Fort Morgan Ballot Question 2A,3,1,Morgan,102-162-20,ok,
City of Fort Morgan Ballot Question 2A,4,1,Morgan,102-290-4,ok,
City of Fort Morgan Ballot Question 2A,5,1,Morgan,102-127-44,ok,
City of Fort Morgan Ballot Question 2A,7,1,Morgan,102-227-7,ok,
City of Fort Morgan Ballot Question 2A,8,1,Morgan,102-18-27,ok,
City of Fort Morgan Ballot Question 2A,10,1,Morgan,102-107-21,ok,
City of Fort Morgan Ballot Question 2A,11,1,Morgan,102-263-21,ok,
City of Fort Morgan Ballot Question 2A,13,1,Morgan,102-280-41,ok,
City of Fort Morgan Ballot Question 2A,14,1,Morgan,102-161-38,ok,
City of Fort Morgan Ballot Question 2A,16,1,Morgan,102-95-27,ok,
City of Fort Morgan Ballot Question 2A,18,1,Morgan,102-127-2,ok,
City of Fort Morgan Ballot Question 2A,19,1,Morgan,102-194-8,ok,
City of Fort Morgan Ballot Question 2A,20,1,Morgan,102-91-2,ok,
City of Fort Morgan Ballot Question 2A,21,1,Morgan,102-57-48,ok,
City of Fort Morgan Ballot Question 2A,23,1,Morgan,102-281-36,ok,
City of Fort Morgan Ballot Question 2A,24,1,Morgan,102-164-16,ok,
City of Fort Morgan Ballot Question 2A,27,1,Morgan,102-17-11,ok,
City of Fort Morgan Ballot Question 2A,28,1,Morgan,102-162-32,ok,
City of Fort Morgan Ballot Question 2A,36,1,Morgan,102-270-49,ok,
City of Fort Morgan Ballot Question 2A,37,1,Morgan,102-148-28,ok,
City of Fort Morgan Ballot Question 2A,38,1,Morgan,102-114-37,ok,
City of Holyoke Mayor,1,1,Phillips,102-56-16,ok,
City of Holyoke Mayor,2,1,Phillips,102-43-4,ok,
City of Holyoke Mayor,5,1,Phillips,102-32-1,ok,
City of Holyoke Mayor,6,1,Phillips,102-47-4,ok,
City of Holyoke Mayor,8,1,Phillips,102-46-17,ok,
City of Holyoke Mayor,9,1,Phillips,102-8-11,ok,
City of Holyoke Mayor,13,1,Phillips,102-41-1,ok,
City of Holyoke Mayor,15,1,Phillips,102-78-24,ok,
City of Holyoke Mayor,17,1,Phillips,102-94-9,ok,
City of Holyoke Mayor,19,1,Phillips,102-16-1,ok,
City of Holyoke Mayor,21,1,Phillips,102-3-16,ok,
City of Holyoke Mayor,22,1,Phillips,102-32-25,ok,
City of Holyoke Mayor,24,1,Phillips,102-7-23,ok,
City of Holyoke Mayor,26,1,Phillips,102-35-15,ok,
City of Holyoke Mayor,28,1,Phillips,102-40-18,ok,
City of Holyoke Mayor,29,1,Phillips,102-50-2,ok,
City of Holyoke Mayor,30,1,Phillips,102-27-9,ok,
City of Holyoke Mayor,32,1,Phillips,102-31-18,ok,
City of Holyoke Mayor,33,1,Phillips,102-82-15,ok,
City of Holyoke Mayor,34,1,Phillips,102-39-8,ok,
City of Holyoke Mayor,36,1,Phillips,102-13-22,ok,
City of Holyoke Mayor,40,1,Phillips,102-24-23,ok,
City of Holyoke Mayor,42,1,Phillips,102-17-22,ok,
City of Holyoke Mayor,43,1,Phillips,102-54-16,ok,
City of Holyoke Mayor,44,1,Phillips,102-79-3,ok,
City of Holyoke Mayor,45,1,Phillips,102-82-3,ok,
City of Holyoke Mayor,46,1,Phillips,102-40-12,ok,
City of Holyoke Mayor,48,1,Phillips,102-41-9,ok,
City of Holyoke Mayor,49,1,Phillips,102-51-16,ok,
City of Holyoke Mayor,50,1,Phillips,102-76-24,ok,
City of Holyoke Mayor,51,1,Phillips,102-47-19,ok,
City of Holyoke Mayor,53,1,Phillips,102-81-11,ok,
City of Holyoke Mayor,54,1,Phillips,102-75-22,ok,
City of Holyoke Mayor,57,1,Phillips,102-75-21,ok,
City of Holyoke Mayor,59,1,Phillips,102-87-22,ok,
City of Holyoke Mayor,60,1,Phillips,102-79-12,ok,
City of Holyoke Mayor,64,1,Phillips,102-9-8,ok,
City of Holyoke Mayor,66,1,Phillips,102-28-1,ok,
City of Holyoke Mayor,67,1,Phillips,102-56-2,ok,
City of Holyoke Mayor,68,1,Phillips,102-28-17,ok,
Denver Ballot Issue 2Q,1,1,Denver,106-750-72,ok,
Denver Ballot Issue 2Q,6,1,Denver,113-552-75,ok,
Denver Ballot Issue 2Q,7,1,Denver,101-479-3,ok,
Denver Ballot Issue 2Q,8,1,Denver,102-725-79,ok,
Denver Ballot Issue 2Q,9,1,Denver,101-731-11,ok,
Denver Ballot Issue 2Q,12,1,Denver,108-718-17,ok,
Denver Ballot Issue 2Q,13,1,Denver,111-72-63,ok,
Denver Ballot Issue 2Q,15,1,Denver,101-130-9,ok,
Denver Ballot Issue 2Q,16,1,Denver,103-562-56,ok,
Denver Ballot Issue 2Q,17,1,Denver,101-748-15,ok,
Denver Ballot Issue 2Q,19,1,Denver,113-361-89,ok,
Denver Ballot Issue 2Q,23,1,Denver,102-375-27,ok,
Denver Ballot Issue 2Q,24,1,Denver,110-132-59,ok,
Denver Ballot Issue 2Q,25,1,Denver,104-288-50,ok,
Denver Ballot Issue 2Q,26,1,Denver,109-637-69,ok,
Denver Ballot Issue 2Q,27,1,Denver,112-185-16,ok,
Denver Ballot Issue 2Q,28,1,Denver,110-472-25,ok,
Denver Ballot Issue 2Q,30,1,Denver,102-255-84,ok,
Denver Ballot Issue 2Q,33,1,Denver,105-37-6,ok,
Denver Ballot Issue 2Q,34,1,Denver,108-217-13,ok,
Denver Ballot Issue 2Q,36,1,Denver,113-81-86,ok,
Denver Ballot Issue 2Q,37,1,Denver,103-663-13,ok,
Denver Ballot Issue 2Q,38,1,Denver,104-402-68,ok,
Denver Ballot Issue 2Q,39,1,Denver,104-551-12,ok,
Denver Ballot Issue 2Q,41,1,Denver,107-5-49,ok,
Denver Ballot Issue 2Q,43,1,Denver,102-609-35,ok,
Denver Ballot Issue 2Q,45,1,Denver,102-687-45,ok,
Denver Ballot Issue 2Q,47,1,Denver,101-814-65,ok,
Denver Ballot Issue 2Q,48,1,Denver,108-577-52,ok,
Denver Ballot Issue 2Q,49,1,Denver,106-297-86,ok,
Denver Ballot Issue 2Q,50,1,Denver,108-121-1,ok,
Denver Ballot Issue 2Q,51,1,Denver,103-1094-16,ok,
Denver Ballot Issue 2Q,55,1,Denver,108-191-43,ok,
Denver Ballot Issue 2Q,58,1,Denver,113-546-32,ok,
Denver Ballot Issue 2Q,59,1,Denver,101-592-151,ok,
Denver Ballot Issue 2Q,61,1,Denver,113-201-57,ok,
Denver Ballot Issue 2Q,64,1,Denver,108-704-62,ok,
Denver Ballot Issue 2Q,65,1,Denver,103-278-95,ok,
Denver Ballot Issue 2Q,67,1,Denver,107-763-37,ok,
Denver Ballot Issue 2Q,68,1,Denver,113-408-75,ok,
Denver Ballot Issue 2Q,69,1,Denver,103-848-84,ok,
Denver Ballot Issue 2Q,70,1,Denver,101-140-100,ok,
Denver Ballot Issue 2Q,73,1,Denver,120-75-47,ok,
Denver Ballot Issue 2Q,74,1,Denver,107-496-10,ok,
Denver Ballot Issue 2Q,76,1,Denver,107-837-42,ok,
Denver Ballot Issue 2Q,77,1,Denver,113-135-97,ok,
Denver Ballot Issue 2Q,78,1,Denver,101-129-67,ok,
Denver Ballot Issue 2Q,79,1,Denver,106-332-90,ok,
Denver Ballot Issue 2Q,80,1,Denver,113-535-24,ok,
Denver Ballot Issue 2Q,81,1,Denver,111-166-73,ok,
Denver Ballot Issue 2Q,82,1,Denver,101-292-32,ok,
Denver Ballot Issue 2Q,83,1,Denver,108-174-16,ok,
Denver Ballot Issue 2Q,84,1,Denver,101-654-63,ok,
Denver Ballot Issue 2Q,85,1,Denver,103-1020-43,ok,
Denver Ballot Issue 2Q,86,1,Denver,106-203-5,ok,
Denver Ballot Issue 2Q,87,1,Denver,103-26-96,ok,
Denver Ballot Issue 2Q,88,1,Denver,110-452-79,ok,
Denver Ballot Issue 2Q,90,1,Denver,121-625-95,ok,
Denver Ballot Issue 2Q,91,1,Denver,102-134-49,ok,
Denver Ballot Issue 2Q,92,1,Denver,107-587-75,ok,
Denver Ballot Issue 2Q,93,1,Denver,110-255-34,ok,
Denver Ballot Issue 2Q,94,1,Denver,108-436-42,ok,
Denver Ballot Issue 2Q,96,1,Denver,110-344-61,ok,
Denver Ballot Issue 2Q,97,1,Denver,104-810-79,ok,
Denver Ballot Issue 2Q,98,1,Denver,109-597-11,ok,
Denver Ballot Issue 2Q,101,1,Denver,121-738-60,ok,
Denver Ballot Issue 2Q,102,1,Denver,109-457-88,ok,
Denver Ballot Issue 2Q,104,1,Denver,106-92-93,ok,
Denver Ballot Issue 2Q,105,1,Denver,104-92-3,ok,
Denver Ballot Issue 2Q,106,1,Denver,110-332-54,ok,
Denver Ballot Issue 2Q,107,1,Denver,121-359-26,ok,
Denver Ballot Issue 2Q,109,1,Denver,104-149-89,ok,
Denver Ballot Issue 2Q,110,1,Denver,101-103-53,ok,
Denver Ballot Issue 2Q,112,1,Denver,104-234-65,ok,
Denver Ballot Issue 2Q,113,1,Denver,108-585-36,ok,
Denver Ballot Issue 2Q,115,1,Denver,104-313-9,ok,
Denver Ballot Issue 2Q,117,1,Denver,111-202-67,ok,
Denver Ballot Issue 2Q,118,1,Denver,121-498-57,ok,
Denver Ballot Issue 2Q,119,1,Denver,103-373-99,ok,
Denver Ballot Issue 2Q,125,1,Denver,103-659-79,ok,
Denver Ballot Issue 2Q,127,1,Denver,107-412-48,ok,
Denver Ballot Issue 2Q,128,1,Denver,106-160-17,ok,
Denver Ballot Issue 2Q,130,1,Denver,104-174-49,ok,
Denver Ballot Issue 2Q,132,1,Denver,110-294-15,ok,
Denver Ballot Issue 2Q,133,1,Denver,102-677-41,ok,
Denver Ballot Issue 2Q,135,1,Denver,104-515-88,ok,
Denver Ballot Issue 2Q,137,1,Denver,107-384-69,ok,
Denver Ballot Issue 2Q,138,1,Denver,103-330-80,ok,
Denver Ballot Issue 2Q,139,1,Denver,108-346-98,ok,
Denver Ballot Issue 2Q,141,1,Denver,120-84-16,ok,
Denver Ballot Issue 2Q,142,1,Denver,106-221-66,ok,
Denver Ballot Issue 2Q,144,1,Denver,106-672-35,ok,
Denver Ballot Issue 2Q,146,1,Denver,108-535-21,ok,
Denver Ballot Issue 2Q,147,1,Denver,103-808-43,ok,
Denver Ballot Issue 2Q,148,1,Denver,106-11-77,ok,
Denver Ballot Issue 2Q,149,1,Denver,114-122-40,ok,
Denver Ballot Issue 2Q,151,1,Denver,101-848-46,ok,
Denver Ballot Issue 2Q,152,1,Denver,101-813-45,ok,
Denver Ballot Issue 2Q,154,1,Denver,112-171-42,ok,
Denver Ballot Issue 2Q,155,1,Denver,112-399-47,ok,
Denver Ballot Issue 2Q,157,1,Denver,108-514-26,ok,
Denver Ballot Issue 2Q,158,1,Denver,108-468-29,ok,
Denver Ballot Issue 2Q,159,1,Denver,112-482-19,ok,
Denver Ballot Issue 2Q,160,1,Denver,121-960-5,ok,
Denver Ballot Issue 2Q,161,1,Denver,111-80-59,ok,
Denver Ballot Issue 2Q,162,1,Denver,104-656-30,ok,
Denver Ballot Issue 2Q,163,1,Denver,104-471-35,ok,
Denver Ballot Issue 2Q,164,1,Denver,108-585-12,ok,
Denver Ballot Issue 2Q,165,1,Denver,105-442-59,ok,
Denver Ballot Issue 2Q,167,1,Denver,109-23-25,ok,
Denver Ballot Issue 2Q,168,1,Denver,107-712-67,ok,
Denver Ballot Issue 2Q,169,1,Denver,121-9-69,ok,
Denver Ballot Issue 2Q,170,1,Denver,101-413-93,ok,
Denver Ballot Issue 2Q,171,1,Denver,107-65-69,ok,
Denver Ballot Issue 2Q,172,1,Denver,102-67-40,ok,
Denver Ballot Issue 2Q,177,1,Denver,102-677-44,ok,
Denver Ballot Issue 2Q,182,1,Denver,110-533-24,ok,
Denver Ballot Issue 2Q,183,1,Denver,103-538-45,ok,
Denver Ballot Issue 2Q,186,1,Denver,106-529-10,ok,
