target, id, NCounties, name, npop, nc, voteDiff, reportedMargin, dilutedMargin, estMvrs, haveMvrs, mvrsExtra, estRisk, 
false, 534, [Boulder], State Representative - District 11, 396121, 48977, 17630, 36.00%, 04.45%, 162, 120, -42, 07.4%, 
false, 535, [Boulder], State Representative - District 12, 396121, 56216, 27530, 48.97%, 06.95%, 103, 120, 17, 01.7%, 
false, 536, 06, State Representative - District 13, 60892, 58437, 5678, 09.72%, 09.32%, 77, 201, 124, 00.0%, 
false, 537, [El Paso], State Representative - District 14, 387297, 61620, 12129, 19.68%, 03.13%, 231, 128, -103, 14.3%, 
false, 538, [El Paso], State Representative - District 15, 387297, 49299, 7305, 14.82%, 01.89%, 385, 128, -257, 31.1%, 
false, 539, [El Paso], State Representative - District 16, 387297, 44231, 7, 00.02%, 00.00%, 403174, 128, -403046, 99.9%, 
false, 540, [El Paso], State Representative - District 17, 387297, 28366, 3038, 10.71%, 00.78%, 928, 128, -800, 61.6%, 
false, 541, 02, State Representative - District 18, 404409, 49693, 3269, 06.58%, 00.81%, 900, 134, -766, 59.3%, 
false, 542, 02, State Representative - District 19, 578518, 60740, 123, 00.20%, 00.02%, 34272, 175, -34097, 98.2%, 
false, 543, [Denver], State Representative - District 2, 1104271, 57563, 25328, 44.00%, 02.29%, 316, 258, -58, 05.7%, 
false, 544, [El Paso], State Representative - District 20, 387297, 59566, 24367, 40.91%, 06.29%, 114, 128, 14, 01.9%, 
false, 545, [El Paso], State Representative - District 21, 387297, 32517, 4987, 15.34%, 01.29%, 565, 128, -437, 45.1%, 
false, 546, [El Paso], State Representative - District 22, 387297, 49296, 8225, 16.68%, 02.12%, 342, 128, -214, 26.8%, 
false, 547, [Jefferson], State Representative - District 23, 367779, 54289, 13780, 25.38%, 03.75%, 193, 66, -127, 30.1%, 
false, 548, 02, State Representative - District 24, 836637, 57090, 7088, 12.42%, 00.85%, 859, 150, -709, 54.2%, 
false, 549, [Jefferson], State Representative - District 25, 367779, 63471, 2536, 04.00%, 00.69%, 1055, 66, -989, 80.3%, 
false, 550, 04, State Representative - District 26, 72676, 50442, 6382, 12.65%, 08.78%, 82, 118, 36, 00.6%, 
false, 551, [Jefferson], State Representative - District 27, 367779, 56651, 7216, 12.74%, 01.96%, 370, 66, -304, 53.5%, 
false, 552, [Jefferson], State Representative - District 28, 367779, 54668, 2892, 05.29%, 00.79%, 925, 66, -859, 77.9%, 
false, 553, 02, State Representative - District 29, 836637, 53547, 10751, 20.08%, 01.29%, 566, 150, -416, 39.4%, 
false, 554, 02, State Representative - District 3, 1455811, 44209, 11429, 25.85%, 00.79%, 927, 215, -712, 44.3%, 
false, 555, [Jefferson], State Representative - District 30, 367779, 46082, 10486, 22.76%, 02.85%, 254, 66, -188, 40.2%, 
false, 556, [Adams], State Representative - District 31, 468858, 34252, 3612, 10.55%, 00.77%, 944, 214, -730, 45.2%, 
false, 558, 03, State Representative - District 33, 698798, 58445, 9257, 15.84%, 01.32%, 549, 319, -230, 13.0%, 
false, 559, [Adams], State Representative - District 34, 468858, 45458, 2463, 05.42%, 00.53%, 1386, 214, -1172, 58.2%, 
false, 560, 02, State Representative - District 35, 836637, 33547, 8836, 26.34%, 01.06%, 689, 150, -539, 46.6%, 
false, 561, 02, State Representative - District 36, 820398, 35255, 12918, 36.64%, 01.57%, 461, 121, -340, 39.8%, 
false, 562, [Arapahoe], State Representative - District 37, 351540, 52458, 30594, 58.32%, 08.70%, 82, 52, -30, 10.8%, 
false, 563, 02, State Representative - District 38, 719319, 57881, 4953, 08.56%, 00.69%, 1057, 106, -951, 70.3%, 
false, 564, [Douglas], State Representative - District 39, 248173, 66522, 11059, 16.62%, 04.46%, 162, 62, -100, 26.1%, 
false, 565, [Denver], State Representative - District 4, 1104271, 45500, 23692, 52.07%, 02.15%, 338, 258, -80, 06.9%, 
false, 566, [Arapahoe], State Representative - District 40, 351540, 45847, 7048, 15.37%, 02.00%, 362, 52, -310, 60.4%, 
false, 567, [Arapahoe], State Representative - District 41, 351540, 39001, 9383, 24.06%, 02.67%, 272, 52, -220, 51.0%, 
false, 569, [Douglas], State Representative - District 43, 248173, 58106, 1373, 02.36%, 00.55%, 1316, 62, -1254, 84.8%, 
false, 570, [Douglas], State Representative - District 44, 248173, 57356, 9124, 15.91%, 03.68%, 197, 62, -135, 33.0%, 
false, 571, [Douglas], State Representative - District 45, 248173, 62332, 14169, 22.73%, 05.71%, 126, 62, -64, 17.7%, 
false, 572, [Pueblo], State Representative - District 46, 170790, 47649, 2077, 04.36%, 01.22%, 598, 381, -217, 10.7%, 
false, 573, 09, State Representative - District 47, 204610, 46943, 15319, 32.63%, 07.49%, 96, 457, 361, 00.0%, 
false, 575, 04, State Representative - District 49, 864708, 62160, 15851, 25.50%, 01.83%, 396, 229, -167, 13.1%, 
false, 576, [Denver], State Representative - District 5, 1104271, 44842, 23853, 53.19%, 02.16%, 336, 258, -78, 06.7%, 
false, 577, [Weld], State Representative - District 50, 182397, 27706, 563, 02.03%, 00.31%, 2359, 87, -2272, 87.9%, 
false, 578, [Larimer], State Representative - District 51, 458224, 57607, 2832, 04.92%, 00.62%, 1178, 121, -1057, 69.7%, 
false, 579, [Larimer], State Representative - District 52, 458224, 56687, 13078, 23.07%, 02.85%, 254, 121, -133, 18.7%, 
false, 580, [Larimer], State Representative - District 53, 458224, 47581, 20393, 42.86%, 04.45%, 162, 121, -41, 07.3%, 
false, 583, 07, State Representative - District 56, 1235813, 59320, 28536, 48.11%, 02.31%, 314, 182, -132, 13.1%, 
false, 584, 03, State Representative - District 57, 71086, 46928, 5108, 10.88%, 07.19%, 100, 115, 15, 01.7%, 
false, 585, 08, State Representative - District 58, 83589, 58355, 5070, 08.69%, 06.07%, 119, 103, -16, 04.7%, 
false, 586, 03, State Representative - District 59, 61075, 57000, 1149, 02.02%, 01.88%, 386, 107, -279, 37.8%, 
false, 587, [Denver], State Representative - District 6, 1104271, 49273, 31272, 63.47%, 02.83%, 256, 258, 2, 02.9%, 
false, 588, 05, State Representative - District 60, 232512, 55578, 20692, 37.23%, 08.90%, 80, 188, 108, 00.0%, 
false, 590, 08, State Representative - District 62, 207360, 41416, 2941, 07.10%, 01.42%, 512, 463, -49, 04.2%, 
false, 592, 02, State Representative - District 64, 640621, 58672, 14653, 24.97%, 02.29%, 317, 169, -148, 15.4%, 
false, 593, 02, State Representative - District 65, 640621, 66814, 15782, 23.62%, 02.46%, 294, 169, -125, 13.3%, 
false, 594, [Denver], State Representative - District 7, 1104271, 33229, 14872, 44.76%, 01.35%, 540, 258, -282, 18.7%, 
false, 595, [Denver], State Representative - District 8, 1104271, 51055, 33982, 66.56%, 03.08%, 235, 258, 23, 02.1%, 
false, 596, 02, State Representative - District 9, 1455811, 39637, 19421, 49.00%, 01.33%, 545, 215, -330, 25.0%, 
false, 597, [El Paso], State Senator - District 10, 387297, 94146, 15533, 16.50%, 04.01%, 180, 128, -52, 08.2%, 
false, 598, 02, State Senator - District 12, 404409, 80096, 1096, 01.37%, 00.27%, 2687, 134, -2553, 84.0%, 
false, 599, 02, State Senator - District 13, 651255, 64934, 7985, 12.30%, 01.23%, 593, 297, -296, 17.2%, 
false, 600, [Larimer], State Senator - District 14, 458224, 92493, 34653, 37.47%, 07.56%, 95, 121, 26, 01.1%, 
false, 601, 02, State Senator - District 16, 719319, 109589, 4433, 04.05%, 00.62%, 1181, 106, -1075, 73.0%, 
false, 602, 02, State Senator - District 17, 578518, 101924, 31765, 31.17%, 05.49%, 131, 175, 44, 00.9%, 
false, 603, [Boulder], State Senator - District 18, 396121, 94815, 65330, 68.90%, 16.49%, 43, 120, 77, 00.0%, 
false, 604, 02, State Senator - District 19, 836637, 103352, 14302, 13.84%, 01.71%, 425, 150, -275, 29.0%, 
false, 605, [Douglas], State Senator - District 2, 248173, 112175, 63181, 56.32%, 25.46%, 27, 62, 35, 00.0%, 
false, 606, 02, State Senator - District 21, 820398, 73010, 1457, 02.00%, 00.18%, 4102, 121, -3981, 90.2%, 
false, 607, 02, State Senator - District 23, 640621, 112617, 73876, 65.60%, 11.53%, 62, 169, 107, 00.0%, 
false, 608, 03, State Senator - District 26, 1823590, 84061, 20537, 24.43%, 01.13%, 646, 269, -377, 23.2%, 
false, 609, 02, State Senator - District 28, 820398, 59713, 14918, 24.98%, 01.82%, 399, 121, -278, 34.5%, 
false, 611, [Denver], State Senator - District 31, 1104271, 100551, 61254, 60.92%, 05.55%, 130, 258, 128, 00.1%, 
false, 612, [Denver], State Senator - District 33, 1104271, 74886, 43677, 58.32%, 03.96%, 183, 258, 75, 00.7%, 
false, 613, 07, State Senator - District 5, 128621, 94004, 3952, 04.20%, 03.07%, 236, 159, -77, 09.3%, 
false, 614, 13, State Senator - District 6, 129757, 98713, 11155, 11.30%, 08.60%, 83, 160, 77, 00.1%, 
false, 615, [El Paso], Stratmoor Hills Fire Protection District Ballot Issue 6B, 387297, 2599, 561, 21.59%, 00.14%, 5029, 128, -4901, 91.5%, 
false, 617, [Summit], Summit County Commissioner - District 1, 17819, 17819, 4820, 27.05%, 27.05%, 26, 59, 33, 00.0%, 
false, 618, [Summit], Summit County Commissioner - District 2, 17819, 17819, 3220, 18.07%, 18.07%, 39, 59, 20, 00.5%, 
true, 620, [Summit], Summit School District RE-1 Ballot Issue 4A, 17819, 17701, 2276, 12.86%, 12.77%, 56, 59, 3, 02.3%, 
true, 621, [Teller], Teller County Ballot Question 1A, 17112, 16583, 1721, 10.38%, 10.06%, 71, 74, 3, 02.5%, 
false, 622, [Teller], Teller County Ballot Question 1B, 17112, 16583, 2509, 15.13%, 14.66%, 48, 74, 26, 00.4%, 
false, 626, 03, Thompson School District R2-J Ballot Issue 5A, 1036742, 87866, 12328, 14.03%, 01.19%, 611, 274, -337, 20.7%, 
false, 627, 03, Thompson School District R2-J Ballot Issue 5B, 1036742, 87866, 13499, 15.36%, 01.30%, 558, 274, -284, 17.9%, 
false, 628, [Douglas], Town Councilmember District 1, 248173, 7937, 2765, 34.84%, 01.11%, 653, 62, -591, 71.7%, 
false, 629, [Douglas], Town Councilmember District 2, 248173, 8840, 2381, 26.93%, 00.96%, 758, 62, -696, 75.1%, 
false, 630, [Douglas], Town Councilmember District 4, 248173, 6797, 641, 09.43%, 00.26%, 2820, 62, -2758, 92.6%, 
false, 631, [Douglas], Town Councilmember District 6, 248173, 9792, 3363, 34.34%, 01.36%, 536, 62, -474, 66.6%, 
false, 632, [Eagle], Town of Avon - Council Member, 28988, 2380, 340, 14.29%, 01.17%, 620, 47, -573, 76.6%, 
false, 633, [Eagle], Town of Avon Ballot Issue 2C: Use Tax on New Construction to Fund Community Housing, 28988, 2380, 138, 05.80%, 00.48%, 1529, 47, -1482, 89.8%, 
false, 634, [Douglas], Town of Castle Rock Ballot Issue 2A, 248173, 49516, 5089, 10.28%, 02.05%, 354, 62, -292, 54.1%, 
false, 635, [Logan], Town of Crook Referred Ballot Issue 2V, 10274, 68, 5, 07.35%, 00.05%, 14972, 64, -14908, 98.5%, 
false, 636, [Mesa], Town of De Beque Ballot Question 2B, 92921, 226, 60, 26.55%, 00.06%, 11284, 60, -11224, 98.2%, 
false, 637, [Elbert], Town of Elizabeth Question 2B, 20652, 1590, 88, 05.53%, 00.43%, 1709, 21, -1688, 95.8%, 
false, 638, [Boulder], Town of Erie - Council Member District 1, 396121, 8504, 19, 00.22%, 00.00%, 151921, 120, -151801, 99.7%, 
false, 639, 02, Town of Erie - Council Member District 2, 578518, 8394, 209, 02.49%, 00.04%, 20169, 175, -19994, 97.0%, 
false, 640, [Weld], Town of Erie - Council Member District 3, 182397, 6146, 1014, 16.50%, 00.56%, 1309, 87, -1222, 79.2%, 
false, 641, 02, Town of Erie Ballot Issue 3C, 578518, 22978, 1552, 06.75%, 00.27%, 2715, 175, -2540, 79.8%, 
false, 642, 02, Town of Erie Mayor, 578518, 23044, 577, 02.50%, 00.10%, 7305, 175, -7130, 91.9%, 
false, 643, [Otero], Town of Fowler Ballot Issue 2A, 9039, 648, 350, 54.01%, 03.87%, 187, 36, -151, 50.8%, 
false, 644, [Grand], Town of Fraser Ballot Question 2A, 10236, 668, 198, 29.64%, 01.93%, 375, 57, -318, 58.7%, 
false, 645, [Weld], Town of Gilcrest Ballot Question 2P, 182397, 407, 182, 44.72%, 00.10%, 7301, 87, -7214, 95.9%, 
false, 648, [Grand], Town of Granby Board of Trustees, 10236, 1231, 4, 00.32%, 00.04%, 18646, 57, -18589, 98.9%, 
false, 649, [Grand], Town of Granby Mayor, 10236, 1231, 348, 28.27%, 03.40%, 213, 57, -156, 39.0%, 
false, 650, [Eagle], Town of Gypsum Ballot Issue 2A, 28988, 3782, 366, 09.68%, 01.26%, 576, 47, -529, 75.1%, 
false, 651, [Routt], Town of Hayden Councilmember, 33261, 1120, 98, 08.75%, 00.29%, 2472, 175, -2297, 78.0%, 
false, 653, [Grand], Town of Hot Sulphur Springs Ballot Issue 2B - Use Tax on Construction Materials, 10236, 422, 254, 60.19%, 02.48%, 292, 57, -235, 50.4%, 
false, 654, [Grand], Town of Hot Sulphur Springs Ballot Issue 2C - Town Lodging Tax, 10236, 422, 11, 02.61%, 00.11%, 6779, 57, -6722, 97.1%, 
false, 655, [Grand], Town of Hot Sulphur Springs Trustee, 10236, 422, 52, 12.32%, 00.51%, 1433, 57, -1376, 87.0%, 
false, 656, [Weld], Town of Hudson Ballot Issue 2F, 182397, 736, 222, 30.16%, 00.12%, 5986, 87, -5899, 95.0%, 
false, 657, [Weld], Town of Hudson Town Council, 182397, 736, 4, 00.54%, 00.00%, 332279, 87, -332192, 99.9%, 
false, 658, [Weld], Town of Keenesburg Board of Trustees, 182397, 1117, 39, 03.49%, 00.02%, 34079, 87, -33992, 99.1%, 
false, 660, [Weld], Town of Kersey Trustee, 182397, 747, 21, 02.81%, 00.01%, 63290, 87, -63203, 99.5%, 
false, 661, [Summit], Town of Keystone Ballot Issue 2A, 17819, 770, 284, 36.88%, 01.59%, 456, 59, -397, 63.5%, 
false, 662, [Summit], Town of Keystone Ballot Issue 2B, 17819, 770, 419, 54.42%, 02.35%, 309, 59, -250, 51.1%, 
false, 663, [Elbert], Town of Kiowa Issue 2A, 20652, 406, 123, 30.30%, 00.60%, 1222, 21, -1201, 94.2%, 
false, 664, [Weld], Town of LaSalle Ballot Question 2K, 182397, 1107, 579, 52.30%, 00.32%, 2294, 87, -2207, 87.5%, 
false, 665, [Weld], Town of LaSalle Mayor, 182397, 1107, 258, 23.31%, 00.14%, 5150, 87, -5063, 94.2%, 
false, 666, [Weld], Town of LaSalle Trustee, 182397, 1107, 65, 05.87%, 00.04%, 20447, 87, -20360, 98.5%, 
false, 667, [Morgan], Town of Log Lane Village Mayor, 13669, 352, 47, 13.35%, 00.34%, 2118, 38, -2080, 93.9%, 
false, 669, [Boulder], Town of Lyons Ballot Question 2B, 396121, 1564, 883, 56.46%, 00.22%, 3268, 120, -3148, 87.9%, 
false, 670, [Weld], Town of Mead Ballot Issue 2Q, 182397, 4081, 189, 04.63%, 00.10%, 7031, 87, -6944, 95.8%, 
false, 671, [Weld], Town of Mead Ballot Question 2R, 182397, 4081, 731, 17.91%, 00.40%, 1817, 87, -1730, 84.5%, 
false, 672, [Weld], Town of Mead Trustee, 182397, 4081, 41, 01.00%, 00.02%, 32416, 87, -32329, 99.1%, 
false, 673, [Logan], Town of Merino Referred Ballot Issue 2U, 10274, 165, 42, 25.45%, 00.41%, 1781, 64, -1717, 88.2%, 
false, 674, [Eagle], Town of Minturn Ballot Issue 2B: Excise Tax Increase on Short Term Rental Lodging, 28988, 608, 260, 42.76%, 00.90%, 811, 47, -764, 81.6%, 
false, 675, [El Paso], Town of Monument Ballot Issue 2A, 387297, 7803, 372, 04.77%, 00.10%, 7585, 128, -7457, 94.3%, 
false, 676, [El Paso], Town of Monument Ballot Question 2B, 387297, 7803, 3057, 39.18%, 00.79%, 922, 128, -794, 61.4%, 
false, 677, [El Paso], Town of Monument Councilmember At-Large - 4 Year Term, 387297, 7803, 302, 03.87%, 00.08%, 9344, 128, -9216, 95.3%, 
false, 680, [Jefferson], Town of Morrison Ballot Question 2F, 367779, 211, 99, 46.92%, 00.03%, 27069, 66, -27003, 99.1%, 
false, 682, [Jefferson], Town of Mountain View Ballot Question 2D, 367779, 346, 45, 13.01%, 00.01%, 59554, 66, -59488, 99.6%, 
false, 683, [Jefferson], Town of Mountain View Ballot Question 2E, 367779, 346, 109, 31.50%, 00.03%, 24586, 66, -24520, 99.1%, 
false, 684, [Gunnison], Town of Mt Crested Butte Ballot Issue 2A, 11126, 721, 259, 35.92%, 02.33%, 312, 49, -263, 57.6%, 
false, 685, [Routt], Town of Oak Creek Ballot Question 2A, 33261, 502, 221, 44.02%, 00.66%, 1095, 175, -920, 57.1%, 
false, 686, [Montrose], Town of Olathe Ballot Issue 2B: Public Safety Tax, 26005, 489, 119, 24.34%, 00.46%, 1591, 32, -1559, 93.2%, 
false, 687, [Mesa], Town of Palisade Ballot Issue 2A, 92921, 1550, 387, 24.97%, 00.42%, 1748, 60, -1688, 88.7%, 
false, 688, [El Paso], Town of Palmer Lake - Mayor, 387297, 1800, 42, 02.33%, 00.01%, 67194, 128, -67066, 99.3%, 
false, 689, [El Paso], Town of Palmer Lake - Trustee, 387297, 1800, 133, 07.39%, 00.03%, 21218, 128, -21090, 97.9%, 
false, 690, [Delta], Town of Paonia Ballot Issue 2A, 19786, 965, 181, 18.76%, 00.91%, 795, 80, -715, 70.3%, 
false, 691, [Douglas], Town of Parker Mayor, 248173, 36454, 463, 01.27%, 00.19%, 3905, 62, -3843, 94.6%, 
false, 693, [Fremont], Town of Rockvale - Mayor, 26051, 389, 142, 36.50%, 00.55%, 1335, 21, -1314, 94.6%, 
false, 694, [Weld], Town of Severance Ballot Issue 2A, 182397, 6639, 2482, 37.39%, 01.36%, 534, 87, -447, 56.5%, 
false, 695, [Pitkin], Town of Snowmass Village - Mayor, 11348, 1821, 107, 05.88%, 00.94%, 771, 41, -730, 83.0%, 
false, 696, [Pitkin], Town of Snowmass Village - Town Council, 11348, 1821, 116, 06.37%, 01.02%, 711, 41, -670, 81.7%, 
false, 697, [Pitkin], Town of Snowmass Village Ballot Question 2D: Approve Workforce Housing Project Spending Limit, 11348, 1821, 372, 20.43%, 03.28%, 221, 41, -180, 52.1%, 
true, 698, [Baca], Town of Springfield Ballot Issue 2A, 2165, 719, 175, 24.34%, 08.08%, 89, 91, 2, 02.7%, 
false, 699, [Boulder], Town of Superior - Trustee, 396121, 8227, 15, 00.18%, 00.00%, 192434, 120, -192314, 99.8%, 
false, 700, [Boulder], Town of Superior Ballot Issue 3B, 396121, 8138, 571, 07.02%, 00.14%, 5054, 120, -4934, 92.0%, 
false, 701, [Larimer], Town of Wellington Ballot Question 2K, 458224, 6695, 1162, 17.36%, 00.25%, 2872, 121, -2751, 86.3%, 
false, 703, [Morgan], Town of Wiggins Trustee, 13669, 967, 1, 00.10%, 00.01%, 99604, 38, -99566, 99.9%, 
false, 704, 03, Ute Pass Regional Health Service District Ballot Issue 7A1, 278677, 14565, 2423, 16.64%, 00.87%, 837, 69, -768, 74.9%, 
false, 705, [Baca], Walsh Hospital District Ballot Issue 6A, 2165, 823, 128, 15.55%, 05.91%, 122, 91, -31, 07.2%, 
true, 706, [Washington], Washington County Commissioner - District 2, 2838, 2838, 700, 24.67%, 24.67%, 28, 31, 3, 02.0%, 
false, 711, [Weld], Weld County Council - District 1, 182397, 60299, 9927, 16.46%, 05.44%, 132, 87, -45, 09.9%, 
false, 712, [Weld], Weld County School District No. RE-7 Ballot Issue 4A Mill Levy Override, 182397, 2729, 731, 26.79%, 00.40%, 1817, 87, -1730, 84.5%, 
false, 713, [Weld], Weld County School District No. RE-7 Ballot Issue 4B Bonds, 182397, 2729, 720, 26.38%, 00.39%, 1845, 87, -1758, 84.8%, 
false, 714, [Weld], Weld County School District No. RE-9 Ballot Issue 4C Bonds, 182397, 4939, 59, 01.19%, 00.03%, 22526, 87, -22439, 98.7%, 
false, 715, 02, Weld County School District RE-10J Ballot Issue 5D Bonds, 196066, 549, 3, 00.55%, 00.00%, 476241, 94, -476147, 99.9%, 
false, 716, 02, Weld County School District RE-3J Ballot Issue 5F Override, 651255, 8450, 748, 08.85%, 00.11%, 6343, 297, -6046, 84.9%, 
false, 717, 02, Weld County School District RE-8 Ballot Issue 5G Override, 229940, 7823, 490, 06.26%, 00.21%, 3418, 110, -3308, 89.3%, 
false, 718, 02, Weld County School District RE-8 Ballot Issue 5H Bonds, 229940, 7823, 607, 07.76%, 00.26%, 2759, 110, -2649, 87.0%, 
false, 719, [Routt], West Routt Fire District Ballot Issue 6A, 33261, 1576, 102, 06.47%, 00.31%, 2375, 175, -2200, 77.2%, 
false, 720, [Adams], Westminster Public Schools Ballot Issue 4C, 468858, 30262, 11562, 38.21%, 02.47%, 294, 214, -80, 07.8%, 
true, 723, [Yuma], Yuma County Court - Jones, 4719, 4719, 2131, 45.16%, 45.16%, 15, 18, 3, 01.2%, 
